"Service","EC2-Other($)","Tax($)","Glue($)","S3($)","Support (Business)($)","CloudWatch($)","Savings Plans for  Compute usage($)","Relational Database Service($)","Cognito($)","CloudFront($)","CloudTrail($)","EC2-Instances($)","ElastiCache($)","MQ($)","VPC($)","Managed Streaming for Apache Kafka($)","Systems Manager($)","OpenSearch Service($)","Elastic Load Balancing($)","Elastic Container Service for Kubernetes($)","DynamoDB($)","DocumentDB (with MongoDB compatibility)($)","Certificate Manager($)","Route 53($)","API Gateway($)","QuickSight($)","EC2 Container Registry (ECR)($)","Hardened Red Hat Enterprise 7 (RHEL 7)($)","CIS  Linux 2 Benchmark - Level 2($)","CIS Ubuntu Linux 20.04 LTS Benchmark - Level 1($)","Redshift($)","DMS($)","Elastic MapReduce($)","Key Management Service($)","SQS($)","Managed Workflows for Apache Airflow($)","WAF($)","Kinesis($)","Lambda($)","Kinesis Firehose($)","Athena($)","Secrets Manager($)","Cost Explorer($)","SNS($)","CIS Ubuntu Linux 22.04 LTS Benchmark - Level 1($)","Service Catalog($)","SES($)","Direct Connect($)","CloudWatch Events($)","Budgets($)","Config($)","Glacier($)","Simple Workflow Service($)","Step Functions($)","X-Ray($)","CloudShell($)","CodeArtifact($)","Refund($)","Total costs($)"
"2023-05-17","427.8924036061","","394.2271611132","184.0189344248","","77.540780315","111.6","48.1322285485","","23.4127273058","15.4300578","153.9203136449","22.63248","23.0739307591","24.5162732022","","0.00003534","17.0464903849","9.8673875829","11.16","0.0000001911","2.6469566558","","","0.0070061109","6.4800000024","1.1049302307","2.88","1.44","0.48","","","","0.72132033","0.029425572","","0.1799999976","","0.0545042627","0.0352239225","0.9694785","0.06106485","","0.0151749129","","","0.0012322571","","0.00010446","","","0.0000017704","","0.0000013819","","","","","1561.5776294354"
"2023-05-18","428.6791012695","","685.6168019052","185.1609529694","","75.903315262","111.6","48.1315524115","0","23.0142140247","15.151002","154.7842622591","22.63248","23.0706776143","27.7094804625","","0.00003534","17.0464900149","9.8883996003","11.16","0.0000081337","2.6523700176","","","0.0074748309","6.4800000024","1.1082144631","2.88","1.44","0.48","","","","0.72169698","0.0294751044","","0.1799999976","","0.0538989959","0.0351151514","0.88465785","0.06153915","","0.0152574608","","0","0.0003821191","","0.0001042368","","","0.0000017249","0.0000002941","0.0000006951","","","","","1856.5789623412"
"2023-05-19","430.2706164203","","338.1762128148","187.835795267","","81.0447608383","111.6","48.1345503355","0","24.5482927594","15.5786346","154.8800262035","22.63248","23.0711823733","24.3766655847","","0.00003534","17.0464649061","10.6332987316","11.16","0.0000592318","2.6499282437","","","0.0089102859","6.4800000024","1.1090248864","2.88","1.44","0.48","","","","0.72100785","0.0294423214","","0.1801199676","","0.0541792485","0.0355194017","0.05281935","0.06106485","","0.0166765853","","0","0.0003971949","","0.0001035672","","","0.0000018322","","0.0000009731","","","","","1517.1882719666"
"2023-05-20","420.3053086767","","234.1199904732","164.1347311157","","63.5707003381","111.6","48.1352988969","0","20.8080395594","14.8276782","153.9487696131","22.63248","23.0697012813","23.2412351581","","0.00003534","17.0464628026","9.9197366878","11.16","0.0000001911","2.6493267609","","","0.0058343109","6.4800000024","1.1096661779","2.88","1.44","0.46","","","","0.72251724","0.0294307894","","0.1801902756","","0.0531385297","0.0353375847","0.0003441","0.0611718","","0.0153060678","","0","0.0003882277","","0.0001040136","","","0.0000017749","0.0000002941","0.0000009788","","","","","1354.6429272624"
"2023-05-21","417.4334749359","","223.0344835104","156.2302189905","","62.417275777","111.6","48.1387010844","0","19.2267179097","14.3894994","153.6901565639","22.63248","23.0526021092","21.67086745","","0.00279744","17.0464634487","9.8491219383","11.16","0.0000001911","2.6390973895","","","0.0059352159","6.4800000024","1.1099978841","2.88","1.44","0.48","","","","0.71940081","0.0294244654","","0.1828898796","","0.0529825163","0.035234507","0.0001116","0.0611811","","0.0159396588","","0.033201","0.0003879587","","0.00010446","","","0.0000017674","0.0000002941","0.0000005716","","","","","1327.7407518299"
"2023-05-22","431.1303236586","","438.9898336932","155.0373234538","","70.4402945144","111.6","48.1455651728","0","28.5908347923","15.958428","158.0430624578","22.63248","23.0720614791","17.3627571933","","0.00003534","17.0464596674","10.9800223208","11.16","0.0000354038","2.6618018005","","","0.0058766259","6.4800000024","1.1103197628","2.88","1.44","0.48","","","","0.72123942","0.0294125614","","0.1801986456","","0.0535732613","0.0354597376","0.16744185","0.0612369","","0.0168633669","","0.011067","0.0003899481","","0.0001035672","","","0.0000018662","0.0000002941","0.0000013042","","","","","1576.5245050615"
"2023-05-23","433.0227299618","","309.0356565756","155.6062392052","","69.5960265765","111.6","48.1430824482","","27.41139958","15.2423838","157.2953962191","22.63248","23.0722977399","38.7464455468","","0.00279744","17.0464575429","10.813707519","11.16","0.0000242856","2.660828598","","","0.0058597335","6.4800000024","1.1115152685","2.88","1.78","0.48","","","","0.72115572","0.0294188854","","0.1801696296","","0.0545202337","0.0354351954","0.00715635","0.06130665","","0.0168565597","","0.055335","0.0003942022","","0.0001035672","","","0.0000015984","0.0000002941","0.0000007488","","","","","1466.9871826775"
"2023-05-24","427.4014150025","","460.299911502","155.1998974737","","69.7266968051","111.6","48.1369421155","","24.166020849","15.7335354","140.5513775919","22.63248","23.0718488562","17.3527778945","","0.00428544","17.0464553033","10.3080701081","11.16","0.0000081358","2.6684426354","","","0.0055798035","6.4800000024","1.1146537606","2.88","1.92","0.48","","","","0.72710121","0.0294248468","","0.1802851356","","0.0740430382","0.0351957931","0.01603785","0.0611997","","0.0157557196","","0.022134","0.0008659116","","0.0001040136","","","0.0000017272","0.0000002941","0.000001253","","","","","1571.1025491723"
"2023-05-25","431.8848224046","","511.4956432104","157.0668749172","","68.7963669948","111.6","48.1379074007","0","25.291493707","15.158349","145.6799243776","22.63248","23.0709248692","37.8614237005","","0.00279744","17.0464493779","10.2696060969","11.16","0.0000081358","2.6710022641","","","0.0074677035","6.4800000024","1.1174475152","2.88","1.92","0.48","","","","0.72144588","0.0294237214","","0.1803096876","","0.0546359033","0.0354832845","0.61814775","0.0611718","","0.0164433893","","0.011067","0.0003984651","","0.0001040136","","","0.0000018621","0.0000002941","0.0000006327","","","","","1654.4396228015"
"2023-05-26","429.013174864","","359.8181940828","153.2195133505","","67.5752506186","111.6","48.1380012119","0","22.8548590761","14.5013226","147.2455747736","22.63248","23.0707844047","17.3745195816","","0.00003534","17.0464470098","10.0942054141","11.16","0.0000001932","2.6766506213","","","0.0058499685","6.4800000024","1.1185459444","2.88","1.92","0.48","","","","0.72268185","0.0296475574","","0.1803152676","","0.0528952035","0.035900723","0.00737025","0.0635061","","0.0157883434","","0.033201","0.0004041984","","0.0001037904","","","0.0000018835","0.000000882","0.0000003097","","","","","1472.0472264164"
"2023-05-27","430.9627731246","","241.4067681","150.1054620587","","65.2000085786","111.6","48.1398612382","0","22.4322076952","12.9825954","147.2653898059","22.63248","23.0696332051","41.7102996866","","0.00003534","17.0464443725","10.2844336906","11.16","0.0000001932","2.6596295808","","","0.0054788985","6.4800000024","1.119179771","2.88","1.92","0.48","","","","0.72115851","0.0295492362","","0.1802940636","","0.0510085709","0.0358566436","","0.0625761","","0.0161910792","","0.022134","0.0004070386","","0.0001035672","","","0.0000016059","0.000000588","0.0000003756","","","","","1372.6619621207"
"2023-05-28","428.4653148982","","228.0739766988","146.3625136495","","63.01442598","111.6","48.1457801175","","20.0760551745","15.1348944","146.4114210966","22.63248","23.0648512262","19.8481730384","","0.00003534","17.0464474864","10.1677618575","11.16","0.0000001932","2.6489861113","","","0.0042973335","6.4800000024","1.1191944192","2.88","1.92","0.48","","","","0.72419124","0.0296281949","","0.1829518176","","0.0507157961","0.0355205881","","0.0654777","","0.0187043762","","0.022134","0.0004077611","","0.0001037904","","","0.0000020249","0.000000882","0.0000006337","","","","","1327.8664478282"
"2023-05-29","445.1235518598","","368.5886756304","162.1998013973","","61.8019372278","111.6","48.1440487447","","24.2047931084","15.3383412","148.975927146","22.63248","23.0718039589","26.1231382238","","0.00003534","17.0464670172","10.3498674425","11.16","0.0000001932","2.6859942327","","","0.0073440135","6.4800000024","1.1199387112","2.88","1.92","0.48","","","","0.71904369","0.0295894502","","0.1802159436","","0.0517000581","0.0357541866","0.04309155","0.0629295","","0.0165125859","","0.022134","0.0017988889","","0.0001042368","","","0.0000019612","0.000000882","0.0000002938","","","","","1513.0970226769"
"2023-05-30","434.5796584158","","588.5885942508","157.5620780717","","60.5433330431","111.6","48.1414623892","0","26.636329879","14.9438724","147.0367286113","22.63248","23.0731813037","36.0750597044","","0.00003534","17.0464473076","11.2928034152","11.16","0.000011843","2.6837099523","","","0.0066930135","6.4800000024","1.1209501615","2.88","2.22","0.48","","","","0.72009831","0.0295734258","","0.1802488656","","0.052521915","0.035746546","1.8972465","0.0634224","","0.0158901711","","0.022134","0.0028911101","","0.0001040136","","","0.0000019611","0.000001176","0.000000584","","0.0000001478","","","1729.8033102306"
"2023-05-31","425.7608946165","","397.1299317228","158.2481915289","","58.2814620351","111.6","48.1436533164","0","22.621854366","15.0085446","143.3192725257","22.63248","23.0743364628","18.1415192043","","0.00003534","17.0464471866","9.8548024132","11.16","0.0000001932","2.7409317248","","","0.0250186635","6.4800000024","1.1223497541","2.88","2.4","0.48","","","","0.72055308","0.0294911286","","0.1830885276","","0.0523607655","0.0358204203","0.52299015","0.06188325","","0.0165151952","","0.022134","0.0039316078","","0.0001037904","","","0.0000019543","0.000000882","0.0000008913","","","","","1499.8006012993"
"2023-06-01","448.1952203773","8465.64","494.447498982","173.3300599458","3588.780554338","72.4706684101","111.6","48.1698162036","0","0.0316838795","15.6615906","143.715453456","22.63248","23.1437129267","16.1751656838","","6.51003534","17.0603590989","10.3121434968","11.16","0","2.7404541689","","0.186","0.0120216582","6.696","1.1637046734","2.88","2.4","0.48","","","","0.7266483732","0.0294598565","","0.1865289864","","0.0330897096","0.0359486132","0.28578435","0.0636507516","","0.0041012496","","0","0.0020137311","","0.0001086072","","","0.0000020036","0.0000009033","0.0000010454","","","","-251.21","13435.7519614197"
"2023-06-02","452.5178395587","","271.1702510988","165.8414527856","","69.2248410886","111.6","48.1642066082","0","0.0443212848","15.3749274","143.5583240928","22.63248","23.1416241986","47.27827415","","0.00003534","17.060359815","10.6965234468","11.16","0.0000116498","2.7510867519","","","0.0096617832","6.696","1.1661912624","2.88","2.4","0.48","","","","0.7262800932","0.0294397443","","0.1891281504","","0.0502405867","0.0358086469","0.00416175","0.0635298516","","0.0082704172","","","0.0020514566","","0.0001090536","","","0.0000020079","0.0000009033","0.0000010613","","0","","","1426.9574360382"
"2023-06-03","448.830958665","","258.81449415","160.1363575314","","66.6912569329","111.6","48.1657293356","0","3.310146192","14.8265436","140.7781123492","22.63248","23.1422552145","12.8548173601","","0.00003534","17.0603598176","10.1006485114","11.16","0.0000113848","2.7452603091","","","0.0072693582","6.696","1.1661912624","2.88","2.4","0.48","","","","0.7258532232","0.0294360243","","0.1862700744","","0.0503264018","0.035551457","0.00134385","0.0634136016","","0.0145211479","","0","","","0.0001095","","","0.0000019681","0.0000006022","0.0000009513","","","","","1367.585756116"
"2023-06-04","443.0676827761","","278.2055567256","169.3375874774","","66.1245820502","111.6","48.1624749296","","31.0396816529","14.4667452","140.0787429655","22.63248","23.1383224078","39.1768962543","","0.00003534","17.0603599357","9.9977200348","11.16","0","2.7170928858","","","0.0070317432","6.696","1.1661912624","2.88","2.4","0.48","","","","0.7214338632","0.0294352803","","0.1861813524","","0.051309738","0.0353811807","0.21783855","0.0634043016","","0.0146427354","","0","0.0019857867","","0.0001090536","","","0.0000019733","0.0000006022","0.0000008789","","","","","1442.9169089376"
"2023-06-05","448.076450409","","320.2921160268","187.3221515863","","74.3182420867","111.6","48.1619675537","","39.7046251161","15.7499778","144.6596408265","22.63248","23.1325579519","20.1412342161","","0.014919432","17.0603668249","10.5337661286","11.16","0.000027535","2.759112426","","","0.0080277732","6.696","1.1675948725","2.88","2.4","0.48","","","","0.7235793732","0.0294512884","","0.1862840244","","0.052748299","0.0355985158","0.4007277","0.0633020016","","0.0149876698","","0","0.0015564721","","0.0001088304","","","0.00000194","0.0000006022","0.0000005854","","","","","1512.4596058676"
"2023-06-06","451.6789900734","","621.4669538148","172.825479018","","75.9179381206","111.6","48.1694971107","0","37.6639658184","14.553384","146.6383077653","22.63248","23.1328447551","26.0142513318","","0.00003534","17.0603565823","10.4737873416","11.16","0.0000079426","2.7404619131","","","0.0073212285","6.696","1.1688534441","2.88","2.4","0.48","","","","0.7209344532","0.0294237214","","0.1872359724","","0.0516963679","0.0357224512","0.811239","0.0631811016","","0.0156025995","","0","","","0.0001040136","","","0.00000194","0.0000002941","0.0000003109","","0","","","1809.2760578261"
"2023-06-07","451.008644526","","477.65546325","161.7522016653","","73.4476427373","111.6","48.1584387562","","37.2298789033","14.571147","143.4978400028","22.63248","23.1313884201","23.089436379","","0.025338222","17.060347512","10.8780352365","11.16","0","2.7571441533","","","0.0101693535","6.6960000036","1.1707722421","2.88","2.4","0.48","","","","0.7195003932","0.0294449725","","0.1867745064","","0.0524292016","0.0357749076","0.1235784","0.0635298516","","0.0152355807","","0","0.0004617405","","0.000103344","","","0.0000019188","0.000000588","0.0000000316","","","","","1644.5192037995"
"2023-06-08","451.9169366442","","419.0267874888","172.9553499045","","72.1488342082","111.6","48.1531158047","0","36.1579439771","14.0126634","137.4671739446","22.63248","23.1320979652","17.4659730657","","0.009067314","17.0603709431","10.3481331489","11.16","0.0000002352","2.752675778","","","0.0078713235","6.6960000432","1.1758530983","2.86","2.4","0.48","","","","0.7235514732","0.0298293299","","0.1862745384","","0.0552718672","0.0359376499","0.15969495","0.0651294516","","0.0170903572","","0","0.0018417995","","0.0001035672","","","0.0000018152","0.000000882","0.0000006182","","","","","1582.8940565867"
"2023-06-09","455.2252192335","","453.3661122132","163.3481207778","","72.2888824593","111.6","48.1595951919","","36.5123549174","14.348598","138.9117534678","22.63248","23.1349881949","28.0081913076","","0.048003438","17.0603984932","10.0304912813","11.16","0.0000439237","2.7469928515","","","0.0106999185","6.6960000432","1.186526842","2.88","2.4","0.48","","","","0.7258894932","0.0343311302","","0.1872566184","","0.0642699989","0.0363307241","0.0019344","0.0663198516","","0.0163692826","","0","0.0018545103","","0.00010446","","","0.0000018976","0.000001176","0.0000004657","","0","","","1623.3701165634"
"2023-06-10","439.7661609882","","260.3047646892","161.8612487373","","63.791392809","111.6","48.1537799436","","27.9822324176","13.1867862","145.937485465","22.63248","23.1328512305","27.4758627192","","0.003815604","17.0603979903","9.6057596171","11.16","0.0000002397","2.7464774781","","","0.0491089185","6.6960000432","1.1893970114","2.88","2.4","0.48","","","","0.7252003632","0.0396879052","","0.1862226444","","0.0584637116","0.0361532575","","0.0653015016","","0.0164395237","","0","0.0016355585","","0.0001037904","","","0.0000017898","0.000000882","0.0000008026","","","","","1401.2252138324"
"2023-06-11","443.430264762","","262.7139446064","162.3560549453","","69.3183691618","111.6","48.2001644436","","27.3804992972","22.4603928","146.1021958382","22.63248","23.1288743305","13.609351784","","0.006094104","17.060397556","9.7300583974","11.16","0.0000161251","2.718815141","","","2.9783550285","6.6960000432","1.1913596165","2.88","2.4","0.48","","","","0.7250552832","0.0436273852","","0.1862198544","","0.0586186077","0.0372267663","0.000093","0.0651573516","","0.0220797748","","0","0.0014221974","","0.0001037904","","","0.0000020735","0.000001176","0.0000008085","","","","","1411.3732960497"
