"Service","EC2-Other($)","Tax($)","Glue($)","S3($)","Support (Business)($)","CloudWatch($)","Savings Plans for  Compute usage($)","Relational Database Service($)","Cognito($)","CloudFront($)","CloudTrail($)","EC2-Instances($)","ElastiCache($)","MQ($)","VPC($)","Managed Streaming for Apache Kafka($)","Systems Manager($)","OpenSearch Service($)","Elastic Load Balancing($)","Elastic Container Service for Kubernetes($)","DynamoDB($)","DocumentDB (with MongoDB compatibility)($)","Certificate Manager($)","Route 53($)","API Gateway($)","QuickSight($)","EC2 Container Registry (ECR)($)","Hardened Red Hat Enterprise 7 (RHEL 7)($)","CIS  Linux 2 Benchmark - Level 2($)","CIS Ubuntu Linux 20.04 LTS Benchmark - Level 1($)","Redshift($)","DMS($)","Elastic MapReduce($)","Key Management Service($)","SQS($)","Managed Workflows for Apache Airflow($)","WAF($)","Kinesis($)","Lambda($)","Kinesis Firehose($)","Athena($)","Secrets Manager($)","Cost Explorer($)","SNS($)","CIS Ubuntu Linux 22.04 LTS Benchmark - Level 1($)","Service Catalog($)","SES($)","Direct Connect($)","CloudWatch Events($)","Budgets($)","Config($)","Glacier($)","Simple Workflow Service($)","Step Functions($)","X-Ray($)","CloudShell($)","CodeArtifact($)","Refund($)","Total costs($)"
"2023-06-29","438.725582006","","225.13922205","129.6353066559","","53.3941012227","111.6","48.2061951752","","24.3854296688","26.2076046","119.81252463","22.6324816838","23.1265859611","29.6535875851","","0.000280674","17.0603174354","9.4907001144","11.16","0.0000320153","2.6554226315","","","2.3294903085","7.440000048","1.2486693188","2.86","1.92","0.96","","","","1.3636667532","0.1010938002","","0.1864279884","","0.0619616638","0.0366520872","","0.1018427508","","0.0224558265","","0.022134","0.0013778885","","0.0001035672","","","0.000001944","0.000000882","0.0000006006","","","","","1311.5412535369"
"2023-06-30","473.913932634","","278.720040054","129.6072649599","","58.8422425211","111.6","48.2477358736","0","30.112435868","29.3412954","124.8429599651","22.632481672","23.1287546953","14.7548036378","","0.000280488","17.0603178212","10.436505289","11.16","0.0000002448","2.6867362734","","","3.0803308976","7.440000048","1.2517577909","2.98","1.92","0.96","","","","1.3697182632","0.1049865802","","0.1865278704","","0.0648307764","0.0372543216","0.0037758","0.1020380508","","0.0255697372","","0.011067","0.0011557207","","0.000103344","","","0.0000019896","0.0000008793","0.0000006473","","","","","1406.6269071144"
"2023-07-01","463.6059884826","8432.3","239.6377560648","135.438305311","3575.6046501912","68.8096304303","111.6","48.2239264302","0","0.119883796","29.6206674","0.311107616","22.6324815898","23.0599164311","34.4560011907","","6.510281232","17.0464065743","9.2085615477","11.16","0.0000079426","2.6787416709","","0.186","3.4260153882","5.039999916","1.2169640592","2.88","1.92","0.96","","","","1.36378479","0.1046027286","","0.1805038716","","0.0249253557","0.0370072089","","0.09891255","","0.0169432287","","0","0.0015231167","","0.000108384","","","0.0000020227","0.0000009033","0.000000617","","","","-250.29","12999.1916080418"
"2023-07-02","475.8042858476","","253.5145848552","136.5455810034","","66.1247998867","111.6","48.1804098085","0","0.0366692543","28.8849258","0.2754942641","22.6324816041","23.0569431239","18.132884117","","0.000281232","17.0464069852","9.0441079314","11.16","0","2.6566966804","","","3.2593333482","5.039999916","1.2172038529","2.88","1.92","0.96","","","","1.36389639","0.1002428428","","0.1804078956","","0.0098436257","0.0371492836","0.0022692","0.0991683","","0.0244817448","","0","0.0014771259","","0.000108384","","","0.0000019456","0.0000009033","0.000000617","","0.0000024355","","","1241.7921402047"
"2023-07-03","465.9006722944","","277.994837736","132.9713589933","","71.56060601","111.6","48.2294811055","0","0.0458736677","29.80836","1.7048419526","22.632481641","23.0618522347","19.0489842078","","0.000281604","17.0464560057","10.1216501836","11.16","0.0000227696","2.693711294","","","3.4202084682","5.039999916","1.2202449485","2.94","1.92","0.96","","","","1.34705595","0.1003327738","","0.1804246356","","0.0641741527","0.0380835477","0.01288515","0.09930315","","0.0249981743","","0","0.0012043813","","0.000108384","","","0.0000019992","0.0000009033","0.000000617","","","","","1262.9504988515"
"2023-07-04","455.829097758","","343.7020787064","136.0130935249","","74.5764631105","111.6","48.2465007214","0","21.5876702082","29.6995314","1.817453406","22.6324816296","23.0632824465","13.3247112297","","0.000281046","17.0464631516","10.1271279081","11.16","0.0000614245","2.6939551991","","","3.3117974382","5.039999916","1.2224990444","2.88","1.92","0.96","","","","1.33463487","0.0992682486","","0.1804899216","","0.0717437441","0.0385921231","0.01871625","0.0990939","","0.0266586527","","0","0.001632234","","0.000108384","","","0.0000020285","0.0000009033","0.0000005856","","","","","1340.3254911146"
"2023-07-05","451.1426066617","","303.1545999528","138.2750752188","","75.7207108902","111.6","48.2590724724","0","28.780200826","30.761238","1.7927117933","22.6324816316","23.0635913023","30.8417958413","","0.000281418","17.0464598302","9.482845083","11.16","0.00000024","2.6951070872","","","3.6373950882","5.039999916","1.225902913","2.88","1.92","0.96","","","","1.33316733","0.0997786798","","0.1811126496","","0.0743311658","0.0389426653","0.10034235","0.0992148","","0.0272874394","","0","0.0016484449","","0.0001090536","","","0.0000020749","0.0000009033","0.0000005873","","0.0000012978","","","1324.0280156077"
"2023-07-06","454.9236731124","","314.6386297344","136.3628106629","","72.6563516173","111.6","48.2530921429","0","28.727252773","29.2606644","1.7037342092","22.6324816397","23.0639034407","14.4200913251","","0.00028086","17.0464600501","9.4862505484","11.16","0.0001069367","2.6984053531","","","3.2731703532","5.039999916","1.2329681194","2.88","1.92","0.96","","","","1.33266792","0.0979695101","","0.1805685996","","0.0746496691","0.0392889246","0.0029481","0.096682","","0.0306129401","","0","0.0015680807","","0.000108384","","","0.0000013889","0.0000009033","0.0000004035","","0.0000032492","","","1315.7973972676"
"2023-07-07","462.7202285617","","385.2044368572","135.5779589892","","77.1279549184","111.6","48.2679349034","0","27.9845467733","29.9932068","1.757456645","22.6324816561","23.0692352615","34.9283482338","","0.000281232","17.0464584101","9.3710907979","11.16","0.00000024","2.7103813921","","","3.4067748735","5.039999916","1.2461871253","2.88","1.92","0.96","","","","1.3360215","0.1417839564","","0.1805172636","","0.0737547001","0.0401307835","0.0374697","0.10083765","","0.0319287333","","0","0.0013883851","","0.000103344","","","0.0000016726","0.000001176","0.0000003304","","","","","1418.5489027815"
"2023-07-08","456.3979633268","","313.907191356","132.4420779645","","78.3776278197","111.6","48.2344270921","0","26.8579949595","28.9915782","0.2798872048","22.6324817112","23.065993181","16.5781116632","","0.00028086","17.0464548854","9.3099768384","11.16","0.00000024","2.6734319362","","","3.1270531935","5.039999916","1.247298528","2.88","1.92","0.96","","","","1.33796334","0.1364199978","","0.1805406996","","0.0754196322","0.0403036829","0.1255035","0.09919155","","0.0233877774","","0","0.0014547616","","0.000103344","","","0.000001906","0.000000882","0.0000001183","","","","","1316.7501220681"
"2023-07-09","470.1535063968","","303.656526012","133.093369915","","75.7080987698","111.6","48.2261923622","0","23.6142292138","27.3689142","0.2544908664","22.6324816992","23.0665340526","13.8709870115","","0.000281418","17.0464540392","9.1355716305","11.16","0.00000024","2.665460862","","","2.6978065785","5.039999916","1.247298528","2.88","1.92","0.94","","","","1.33843764","0.1300064063","","0.1805033136","","0.0765054529","0.0403638051","0.02825805","0.09855915","","0.0229938844","","0","0.0013154986","","0.000103344","","","0.0000017397","0.000000588","0.0000000169","","","","","1309.895252601"
"2023-07-10","471.2390447271","","273.9119438868","138.4597176412","","80.7908567296","111.6","48.286078131","0","28.4384178616","29.8824438","0.980366047","22.6324816601","23.0700244398","13.5224072996","","0.05311137","17.046455511","9.3667219144","11.16","0.0000653715","2.6974528106","","","3.3379999785","5.039999916","1.2483846664","2.92","1.92","0.96","","","","1.33360536","0.1390138506","","0.1805546496","","0.0947363424","0.0408301138","0.26667285","0.0952312","","0.026500724","","0","0.0011947667","","0.0001071122","","","0.0000017768","0.0000002941","0.0000000169","","","","","1300.7424228193"
"2023-07-11","468.6718964119","","346.3857630036","138.8395793637","","82.0798107564","111.6","48.2885553907","0","30.9567380831","30.6261834","1.0776174938","22.6324816858","23.0681841455","38.4548604542","","0.000281418","17.0464523138","9.9971351563","11.16","0.00000024","2.7064950635","","","3.4884395685","5.039999916","1.2528008725","2.88","1.92","0.96","","","","1.3380303","0.1366437072","","0.1811383176","","0.1038077468","0.0408943294","0.157449","0.09868005","","0.0261997418","","0","0.0015083086","","0.000103344","","","0.0000018929","0.000000588","0.0000000316","","0.0000012741","","","1401.2177333693"
"2023-07-12","466.719731093","","418.2288874428","146.8941098342","","83.3162294679","111.6","48.2872179461","0","29.0464768709","30.7417266","0.8822141914","27.3420008825","28.3176995022","19.1806397139","","0.000281232","17.0464467337","10.0437607","11.16","0.0000839165","4.4183936097","","","3.4051929435","5.039999916","1.2544376807","2.88","1.92","0.96","","","","1.33870548","0.142272144","","0.1819267716","","0.1068779879","0.0419964246","0.6164133","0.0986289","","0.0278503262","","0","0.0015362094","","0.000103344","","","0.0000018387","","0.0000000338","","","","","1471.2418430372"
"2023-07-13","461.7371762378","","387.9413962416","139.3190564473","","82.001592061","111.6","48.3068943454","0","27.3236863583","30.7901982","0.3087752924","32.0515200763","30.5077329442","11.9248084931","","0.00028179","17.0464471177","10.5608353496","11.16","0.0000116392","5.2869732659","","","3.3998742735","5.039999916","1.2550885818","2.88","1.9","0.96","","","","1.33837347","0.1450049046","","0.1806958236","","0.1053487393","0.0419715302","2.2657683","0.098973","","0.0282012781","","0","0.0015845645","","0.000103344","","","0.0000018579","0.000000882","0.0000001014","","0.0000022473","","","1427.508378674"
"2023-07-14","463.6922962253","","269.4705572088","124.4843649184","","78.377048293","111.6","48.2909411046","0","26.1603410408","29.5642164","10.0238840668","32.0515200751","30.5066844236","33.9172127268","","0.000280302","17.0464483621","10.5723478837","11.16","0.0000301749","5.467902859","","","3.1282868385","5.039999916","1.255225291","2.88","1.92","0.96","","","","1.33844601","0.140395677","","0.1806930336","","0.1103724791","0.0421673335","1.974018","0.09856845","","0.0260510862","","0","0.0016095884","","0.000105576","","","0.0000018221","0.000000588","0.0000000507","","","","","1321.482017805"
"2023-07-15","460.0863441743","","277.223247612","119.2653952598","","76.8224201409","111.6","48.2645456185","0","24.2328639127","28.5352644","0.3659029204","32.0515200809","30.5078057949","11.7554986647","","0.000281604","17.0464470938","10.4362587867","11.16","0.0000002568","5.27976461","","","3.0748983285","5.039999916","1.2552745104","2.88","1.92","0.96","","","","1.33262328","0.1383460824","","0.1805579976","","0.1007285236","0.0414388254","0.000093","0.0984429","","0.0255641259","","0","0.001547675","","0.000103344","","","0.0000018696","0.000000882","0.0000001014","","","","","1281.6831822922"
"2023-07-16","464.1964708796","","223.1261928948","123.3035601511","","71.7646097977","111.6","48.2589737918","0","21.2541713434","25.7197266","0.2514137142","32.0515200879","30.498541289","42.3026070673","","0.000282162","17.0464466198","10.2846024464","11.16","0.0000002568","5.2586184961","","","2.3959085835","5.039999916","1.2552745104","2.88","1.92","0.96","","","","1.3386441","0.13284696","","0.1804642536","","0.0959517524","0.0407519403","","0.0989451","","0.0251776203","","0","0.0014604096","","0.000103344","","","0.0000018528","0.000000882","0.0000001343","","","","","1254.4432689571"
"2023-07-17","471.3422194885","","357.2815773828","128.446473279","","77.9787073267","111.6","48.3013982199","0","26.3948881039","27.7920828","7.1354607536","32.0515200931","30.5087391421","18.3467098991","","0.000282348","17.046447246","10.4944665756","11.16","0.0001183531","5.2843310581","","","2.6301221085","5.039999916","1.2582419277","2.88","1.92","0.96","","","","1.33877523","0.1425515424","","0.1806394656","","0.0922745498","0.0413296308","1.13954295","0.0994566","","0.0276536549","","0","0.001282045","","0.000103344","","","0.0000019506","0.000000882","0.000000169","","","","","1398.9173980358"
"2023-07-18","479.2585241269","","397.3643850588","125.110961758","","78.4359763509","111.6","48.3126818283","0","29.2125356119","28.611543","1.1293128013","32.0515200917","30.5085045114","14.7117652111","","0.037492392","17.0464543736","11.1045587082","11.16","0.0000508314","5.4822908501","","","2.8908638835","5.039999916","1.2721032455","3.08","1.92","0.94","","","","1.3494135","0.135153075","","0.1805568816","","0.0863620336","0.0423537841","0.4873386","0.09946125","","0.0290008201","","0","0.0015892418","","0.000103344","","","0.0000017518","0.000000882","0.0000001521","","","","","1438.6928598667"
"2023-07-19","489.7500822057","","369.685010484","125.4737788099","","79.4818830056","111.6","48.3142093823","0","27.0796919592","27.7599792","0.6340253572","32.0515200936","30.510099723","32.1304251044","","0.00400365","17.0464499861","10.7337181852","11.16","0.0000415657","5.5682049772","","","2.8555145835","5.039999916","1.2783210158","2.98","1.92","0.96","","","","1.35672051","0.1383119043","","0.1833926376","","0.0812599259","0.0426607785","0.42670725","0.1014654","","0.0279991289","","0","0.001531838","","0.000103344","","","0.000001766","0.000001176","0.0000003999","","0.000001296","","","1436.3771165595"
"2023-07-20","510.3184669391","","396.7836667212","126.2895225638","","80.7706276891","111.6","48.3413902165","0","28.9334527991","27.965937","11.7194357147","32.0515200926","30.5091483785","17.4067652942","","0.004003836","17.0464438745","11.0950206062","11.16","0.0000873611","7.018727602","","","2.9459547585","5.039999916","1.2813796569","3.02","1.92","1.54","","","","1.35706368","0.1417284999","","0.1806227256","","0.0810317203","0.0432721477","0.0332754","0.10140495","","0.0284959997","","0","0.001551678","","0.000103344","","","0.0000016797","0.000001176","0.000000498","","0","","","1486.7301045189"
"2023-07-21","507.9084546018","","426.910690998","157.3618197588","","104.554145675","111.6","48.3522574729","0","27.9957422637","28.7088954","17.6590374437","32.0515200888","30.510364506","12.1086691606","","0.003259836","17.0464261808","10.6617806911","11.16","0.0000542709","5.5313245983","","0.093","2.9749177485","5.039999916","1.2859595554","2.98","1.92","1.92","","","","1.35673725","0.1462953034","","0.1806361176","","0.0886706547","0.0436289065","0.08507175","0.10198155","","0.0289785447","","0","0.0016127315","","0.000103344","","","0.0000015074","0.000000882","0.0000004449","","","","","1568.372039153"
"2023-07-22","475.5169898489","","409.9141052628","126.5321491552","","90.6886972432","111.6","48.2970061943","0","27.8553866445","28.0358172","0.2920157552","32.0515200883","30.5130831366","42.8108324601","","0.003256674","17.0464190848","10.9942372166","11.16","0.0000002618","5.4642698153","","","2.6015952885","5.039999916","1.2867004719","2.88","1.92","1.92","","","","1.35767469","0.1382517716","","0.1805853396","","0.0818563157","0.0434811355","0.00441285","0.10208385","","0.0294736071","","0","0.001685501","","0.000103344","","","0.0000014244","0.000001176","0.0000004449","","","","","1486.3636931678"
"2023-07-23","471.0193451756","","326.1515633208","122.0635415605","","84.8250877741","111.6","48.3160974808","0","21.9528187571","25.5442914","0.2474064522","32.0515200859","30.4907844058","14.0796169553","","0.00325779","17.0464167832","10.436195386","11.16","0.0000002618","5.2851900351","","","1.9220554485","5.039999916","1.2867352296","2.88","1.92","1.92","","","","1.35769422","0.133981029","","0.1805267496","","0.0794640776","0.0438127971","0.00015345","0.1023396","","0.0265694797","","0.001302","0.0015561371","","0.000103344","","","0.0000014788","0.000001176","0.0000005706","","","","","1349.1694303278"
"2023-07-24","436.148477975","","387.4974291216","112.3068092369","","84.4472867187","111.6","48.3189677853","0","30.7979200756","28.3811262","17.3231885397","32.051520077","30.5010899295","14.4356868822","","0.003259278","17.0464170567","11.1832905653","11.16","0.0000002618","5.3204587416","","","2.9969606085","5.039999916","1.2869392727","2.88","1.92","1.92","","","","1.35610671","0.1346584946","","0.1858623456","","0.0868810879","0.043484285","0.03938085","0.09981465","","0.0319724822","","0.001302","0.0013323698","","0.000103344","","","0.0000014469","0.000000882","0.0000001821","","","","","1396.5477293722"
"2023-07-25","444.5133173429","","644.9335784928","116.5074258347","","90.2005023424","111.6","48.3689242366","0","30.8773571717","28.9081014","16.7797958261","32.051520077","30.4985792801","34.1964586185","","0.003259836","17.0464159406","10.8954478187","11.16","0.0000082044","5.3198643205","","5.2814982418","3.0414236647","5.039999916","1.2874093359","2.88","1.92","1.92","","","","1.35652521","0.1426298747","","0.1839975096","","0.0840850898","0.0435544967","3.7051572","0.1002285","","0.0320263318","","0.002604","","","0.000103344","","","0.0000014795","0.000001176","0.0000001859","","","","","1700.8818022994"
"2023-07-26","476.964582169","","518.3479886736","167.0552931512","","91.9503988678","111.6","53.1926755059","0","33.7195439521","28.9461012","1.334971709","32.0515200809","30.4966228295","12.6748140732","","0.003259836","17.0464169562","11.0421497691","11.16","0.0000002618","5.3289161322","","8.370666996","3.0222191647","5.039999916","1.287777623","2.88","1.92","1.92","","","","1.35309351","0.1455704355","","0.1808900076","","0.0858645012","0.0434651152","0.13778415","0.100554","","0.0291175624","","0.022134","0.0015185742","","0.000103344","","","0.0000015058","0.000000882","0.0000003211","","","","","1629.4560167762"
"2023-07-27","460.1692578742","","399.1478934144","129.0649268702","","85.8913088406","111.6","69.7733684869","0","31.8998809754","28.8441918","0.3084797778","32.0515200874","30.5004730775","13.6683815027","","0.164003082","17.0464172064","10.8969067313","11.16","0.0000243566","5.3285453176","","8.370648768","2.9960396873","5.039999916","1.2879028077","2.88","1.92","1.92","","","","1.35239043","0.1439618591","","0.1806344436","","0.0755151671","0.0439836795","1.21987635","0.10027035","","0.0290708623","","0.011067","0.0016725299","","0.000103344","","","0.0000014823","0.000000882","0.0000002197","","","","","1465.0887191795"
"2023-07-28","502.7644005336","","409.7547913896","124.2113899921","","89.2083397867","111.6","69.7988400983","0","34.8994089523","28.8672744","0.537679556","32.0515200937","30.5051967645","15.6768869014","","0.202702242","17.046416995","10.9976571558","11.16","0.0000002618","5.3246919808","","8.370622728","2.9527609635","5.039999916","1.2893056977","3.3","1.9","1.92","","","","1.356249","0.1468971089","","0.1823229516","","0.0707385237","0.0443284283","1.4282661","0.1005726","","0.0288100426","","0.033201","0.0016578989","","0.000103344","","","0.0000014194","0.000000882","0.000000254","","","","","1522.7730359622"
"2023-07-29","536.6041961935","","314.3218416765","137.7426960478","","75.4777560451","111.6","69.8500763315","0","33.5865476953","27.7954494","0.3239389493","32.0515200985","30.5028138536","14.9967490735","","0.003261696","17.046420032","10.7756792973","11.16","0.0000002618","5.2911659107","","8.3462284746","2.8347769785","5.039999916","1.2906956304","2.88","1.92","1.92","","","","1.35542316","0.1472443748","","0.1807544136","","0.0017181045","0.044242704","0.00031155","0.1010841","","0.0285065316","","0.022134","0.0016672412","","0.000103344","","","0.0000014634","0.000001176","0.0000003699","","","","","1455.2450060949"
"2023-07-30","554.8582321509","","306.1847079189","139.7317128913","","71.2604708044","111.6","69.8290933619","0","31.4647648514","27.2248572","0.3004615745","32.0515201018","30.5007032787","14.7536869727","","0.003261696","17.0464194766","10.7339529684","11.16","0.0000002618","5.2835965197","","8.370642072","2.6023276635","5.039999916","1.2906956304","2.96","1.92","1.9","","","","1.35522507","0.1411323053","","0.1806573216","","0.0017028209","0.0437468239","","0.1012887","","0.0286458732","","0.022134","0.0015134378","","0.000103344","","","0.0000015055","0.000001176","0.0000003887","","","","","1459.9472600778"
"2023-07-31","528.8054080636","","498.1423730543","167.4525849982","","95.5539534394","111.6","69.9152685098","0","37.5951648544","28.9283196","0.3731328302","32.0515201071","30.5083274157","14.6974999501","","0.061424826","17.0464168914","11.0440634809","11.16","0.0000791872","5.3187271307","","8.370663648","3.1433900385","5.039999916","1.2913814384","3.18","1.92","1.92","","","","1.36028055","0.1489999703","","0.1819379316","","0.0507011964","0.044748895","0.0059148","0.09983325","","0.0307819094","","0.033201","0.0000932164","","0.000103344","","","0.0000014406","0.000000882","0.0000002019","","","","","1687.0762979675"
"2023-08-01","515.4334890798","9454.54","419.7083971008","134.4811341322","3974.9226497877","84.610990753","111.6","71.6299594273","0","0.0685042248","28.7646954","0.7474279832","32.0515201133","30.5158750569","13.6028025412","","6.513511122","17.0464183906","10.6733368612","11.16","0.0000045005","5.3169682511","","8.649696756","3.4362784032","5.039999916","1.2931400911","3.26","1.92","1.92","","","","1.359039","0.130293465","","0.1808051916","","0.041412026","0.0479276452","0.01654005","0.10714285","","0.0034420578","","0","0.0020922208","","0.000108384","","","0.0000014227","0.0000003011","0.0000000676","","","","-278.24","14672.5556045737"
"2023-08-02","559.4041271357","","464.0496687876","133.7890282283","","89.5624025233","111.6","72.1355466012","0","0.0488259999","31.7093358","0.7679754698","32.0515201177","30.5178041341","86.4095173135","","0.00351168","17.0464532189","10.9686533009","11.16","0","5.4336997382","","8.370648024","3.9203782782","5.039999916","1.2937392938","2.86","1.92","1.92","","","","1.36702677","0.1523115655","","0.1818112656","","0.0604712633","0.0492364275","0.1648239","0.1113171","","0.0380697068","","0","0.0019999676","","0.000108384","","","0.0000015226","0.0000009033","0.0000000845","","","","","1684.1100144218"
"2023-08-03","571.4136135955","","574.4379396096","125.5902927565","","85.7638730626","111.6","71.6823759312","0","11.335010891","30.8452542","0.8627677024","32.0515201272","30.531992936","13.9031993688","","0.00648768","17.0464844255","11.1598866945","11.16","0.0001450882","5.395505912","","8.3706975","3.5896507482","5.039999916","1.295904538","3.28","1.92","1.94","","","","1.3673811","0.1528419446","","0.1809625476","","0.040165908","0.0486644246","2.0345145","0.10990055","","0.0308596126","","0","0.0021106225","","0.000108384","","","0.0000016956","0.0000006022","0.0000000676","","","","","1734.1901146425"
"2023-08-04","549.9094062057","","473.4367839708","142.4520125323","","97.1209473245","111.6","73.0367720994","0","44.3833928805","30.3921954","0.6832573487","32.0515201262","30.5272105407","14.1585302753","","0.00351168","17.046459407","11.2165683745","11.16","0.0000082306","5.4521872485","","8.370693408","3.4828183932","5.039999916","1.3020165264","3.36","1.92","1.92","","","","1.36702119","0.1535355385","","0.1831482336","","0.0527835332","0.050591833","0.5874438","0.11670645","","0.0321172181","","0","","","0.000108384","","","0.0000009941","0.0000005994","0.000000463","","","","","1672.5697501252"
"2023-08-05","600.3114107836","","364.0806610008","129.9065595031","","88.7281807787","111.6","72.1229844013","0","43.0187952019","29.7571728","0.4264484174","32.0515201229","30.5078954521","13.5865641844","","0.00351168","17.0464525314","10.9264193","11.16","0.000000288","5.3292708534","","8.37066216","3.4079436282","5.039999916","1.3020165264","3.36","1.92","1.92","","","","1.36619814","0.152610632","","0.1808152356","","0.0036826303","0.0500773057","0.0001023","0.11708775","","0.0322048869","","0","0.0021146161","","0.000108384","","","0.0000002026","0.0000008991","0.0000007056","","","","","1587.7894732175"
"2023-08-06","607.8335619627","","340.973689458","133.9878876606","","90.3764737293","111.6","72.0567815421","0","37.4262113697","29.1405828","0.3593020592","32.0515201243","30.5054587437","13.1235672027","","0.00351168","17.046448436","10.6839573648","11.16","0.000000288","5.2801553812","","8.37058962","3.1548152982","5.039999916","1.3020165264","3.36","1.92","1.92","","","","1.36647435","0.1344032766","","0.1833373956","","0.0036474608","0.0495954984","0.0180048","0.11686455","","0.0323551715","","0","0.0020618627","","0.000108384","","","0.0000002026","0.0000008991","0.0000006966","","","","","1570.5833857108"
"2023-08-07","596.6874492936","","380.7673066032","143.9583015275","","94.1442443459","111.6","72.1196532261","0","47.9346208791","31.0014198","0.497355774","32.0515201165","30.5101061917","65.0749248472","","0.00351168","17.0464487663","11.3755559429","11.16","0.000000288","5.3351841587","","8.370753672","3.3769267332","5.039999916","1.3046550946","3.36","1.92","1.92","","","","1.3673253","0.1476445451","","0.1808007276","","0.0123625324","0.0502433317","1.68509955","0.11669715","","0.0311813999","","0","0.0018021779","","0.000108384","","","0.000000196","0.0000005994","0.0000002292","","","","","1680.1532049797"
"2023-08-08","612.3388319753","","515.8531434432","143.963124238","","95.0889883338","111.6","72.1269719248","0","47.1492903383","31.0317192","0.3455090456","32.0515201161","30.5104846591","21.1874298339","","0.005000052","17.0464487033","11.1943467423","11.16","0.0000407981","5.3517394872","","8.3653105739","3.375960276","5.039999916","1.3092391418","3.04","1.92","1.92","","","","1.3657071","0.1497836933","","0.1808364396","","0.0028160804","0.0506064146","1.92871305","0.11675295","","0.0333203712","","0","","","0.000103344","","","0.0000001983","0.0000002927","0.0000006936","","","","","1786.8037394264"
"2023-08-09","614.815209011","","378.1541904084","138.1867946012","","97.1851023766","111.6","72.1472920022","0","47.6644928729","30.3935532","0.3484083972","32.0515201079","30.5095096377","57.3657531787","","0.003511494","17.0464342603","11.1071202796","11.16","0.0000302109","5.3659299237","","8.370949344","3.3456004035","5.039999916","1.310007216","2.88","1.92","1.92","","","","1.36683705","0.1561351386","","0.1813425456","","0.0028399751","0.0506696928","4.88481105","0.11303195","","0.034562188","","0","0.0000936159","","0.000103344","","","0.0000002004","0.0000011718","0.0000007056","","0.0000012331","","","1686.6818387027"
"2023-08-10","600.1098930837","","341.6313484068","139.773815588","","97.3233799613","111.6","72.1346162437","0","50.7195275719","29.9507616","0.3658818939","32.0515200947","30.5124206428","22.1345194319","","0.00350982","17.0464298858","11.0328278521","11.16","0.0000312717","5.3551123168","","8.463948972","3.3020387385","5.039999916","1.312158043","3.02","1.92","1.92","","","","1.36555078","0.1502738136","","0.1808141196","","0.0027047177","0.0510682585","0.0015252","0.1131203","","0.0320203157","","0","0.0025953135","","0.000103344","","","0.0000001893","0.000000882","0.0000007056","","","","","1599.7835192741"
"2023-08-11","572.414002379","","604.8888213948","131.5638317707","","95.7357091894","111.6","72.1074107193","0","49.0195758761","29.3322186","0.3625211328","32.0515200954","30.5233996859","42.7664442452","","0.003511308","17.0464302653","11.4508104599","11.16","0.00005854","5.3580277618","","8.370744744","3.1705237185","5.039999916","1.3216539932","2.88","2.04","1.92","","","","1.36583823","0.1414432452","","0.1806366756","","0.0026117504","0.0517038378","0.0060729","0.11691105","","0.030689052","","0","","","0.000103344","","","0.0000001938","0.000000882","0.0000006966","","","","","1844.0232276527"
"2023-08-12","574.7275027449","","322.8259244268","124.532146235","","90.3033192609","111.6","72.0931005751","0","45.788783957","27.9962364","0.3441978563","32.0515200931","30.5393835495","31.7675037719","","0.003511494","17.0465218372","11.6739858672","11.16","0.0000002928","5.3249556694","","8.37064542","3.0173824785","5.039999916","1.3222245024","2.9","1.92","1.92","","","","1.36296453","0.1429789926","","0.1805842236","","0.0027093316","0.0516358725","","0.1168041","","0.0293278649","","0","","","0.000103344","","","0.0000001982","0.000000882","0.0000006966","","","","","1536.155956384"
"2023-08-13","575.2257709026","","313.2476744904","124.2973528142","","87.5950433708","111.6","72.0617734367","0","39.9743845936","27.0166674","0.301249177","32.0515200912","30.5399533976","36.8519121083","","0.003511308","17.0465352679","11.0582972499","11.16","0.0000002928","5.3142931763","","8.37058962","2.7028355535","5.039999916","1.3222245024","2.88","1.92","1.92","","","","1.36211079","0.1367201148","","0.1805390256","","0.0026960202","0.0511108566","","0.11668785","","0.0298530358","","0","0.0019024231","","0.0001035672","","","0.0000001916","0.000000588","0.0000006876","","","","","1521.3833138197"
"2023-08-14","555.9828700517","","501.7562675388","140.7565613912","","96.5266403877","111.6","72.1226742037","0","48.6833831689","29.1127014","0.3616777176","32.0515200912","30.5479018683","31.3436181012","","0.00351168","17.0465336929","11.2789003958","11.16","0.0000002928","5.3523874675","","8.370959388","3.3454929885","5.039999916","1.3223191815","2.88","1.92","1.92","","","","1.35958026","0.1462148022","","0.1810194636","","0.0026798423","0.0520535352","0.3421842","0.1166925","","0.0339061236","","0","0.0016116514","","0.000103344","","","0.000000196","0.000000588","0.0000006876","","","","","1722.7219681172"
"2023-08-15","531.834650311","","318.7385976768","129.3011339075","","90.2983572323","111.6","72.080754156","0","41.5771098654","26.6817558","0.3269783606","32.0515200912","30.54220523","19.4386407272","","0.00351168","17.0465393191","11.1076490964","11.16","0.0000002928","5.3083487166","","8.371185564","2.5688499885","5.039999916","1.3223623344","2.88","1.92","1.92","","","","1.35995133","0.1397321988","","0.1805390256","","0.002738285","0.0512888944","0.17820195","0.11663205","","0.0299997926","","0","","","0.000103344","","","0.0000001938","0.000000588","0.000000457","","","","","1475.179338375"
