,Service,Tax($),Savings Plans for  Compute usage($),Relational Database Service($),EC2-Other($),CloudWatch($),S3($),Support (Business)($),VPC($),EC2-Instances($),Tetrate Service Bridge($),Glue($),OpenSearch Service($),Elastic Load Balancing($),ElastiCache($),Redshift($),DocumentDB (with MongoDB compatibility)($),Elastic File System($),Elastic Container Service for Kubernetes($),Elastic MapReduce($),Managed Streaming for Apache Kafka($),CloudTrail($),Certificate Manager($),DynamoDB($),Direct Connect($),SageMaker($),QuickSight($),OCBLateFee($),DMS($),Route 53($),MQ($),Cognito($),CloudFront($),Hardened Red Hat Enterprise 7 (RHEL 7)($),EC2 Container Registry (ECR)($),Config($),SNS($),Rekognition($),Glacier($),CIS  Linux 2 Benchmark - Level 2($),Savings Plans for  Machine Learning($),Systems Manager($),"F5 BIG-IP Virtual Edition - GOOD  (PAYG, 200Mbps)($)",Kinesis($),Lambda($),Backup($),Key Management Service($),Managed Service for Prometheus($),SQS($),API Gateway($),Security Hub($),Secrets Manager($),AppFlow($),X-Ray($),Managed Workflows for Apache Airflow($),Cost Explorer($),Directory Service($),CIS Ubuntu Linux 20.04 LTS Benchmark - Level 1($),Kinesis Firehose($),SES($),Step Functions($),WAF($),DynamoDB Accelerator (DAX)($),Athena($),Inspector($),Antivirus for  S3 - PAYG with 30 DAY FREE TRIAL($),Transfer Family($),FSx($),WorkSpaces($),Budgets($),Service Catalog($),CloudWatch Events($),Pinpoint($),RHEL 8 with Support by Supported Images($),Elastic Container Service($),CIS Ubuntu Linux 22.04 LTS Benchmark - Level 1($),CIS  Linux 2 Benchmark - Level 1 (ARM)($),Elastic Disaster Recovery($),Textract($),Red Hat Enterprise Linux (RHEL) 8.4 with support by ProComputers($),Amplify($),Fault Injection Simulator($),AppSync($),Simple Workflow Service($),CloudShell($),CodeArtifact($),IoT($),CodeCommit($),Migration Hub Refactor Spaces($),Location Service($),CodeBuild($),DevOps Guru($),Data Transfer($),Refund($),Total costs($)
183,2023-09-30,,2595.816,1373.2362503497,976.4788737873,367.339585888,262.3446777251,,506.7766179891,305.888818753,,462.1051611659,358.9687805968,274.3129965391,291.9656116087,189.9654776018,189.4061719272,126.0309667927,147.312,126.6207862739,115.8677849022,319.64607129,,22.2937086518,2e-10,0.0793600008,71.6960254608,,45.800650088,58.375065468,55.8379573246,0.0,35.310168103,57.6,21.2473079124,19.383042,16.2967419084,36.8872875,17.5506282998,16.32,24,1.89897258,19.92,7.2896662576,0.01447543,25.1274461315,9.8684182188,,5.0952450586,4.706856727,3.3505017,4.9785765532,4.5865446526,0.13783995,,7.434885,5.50655498,5.28,2.6958723968,3.5008205472,2.10805e-05,2.3568634344,2.808,0.8175537,,,,,,0.0,0.03423,0.0468844933,0.0620000016,,7.62166e-05,,,,,,,,,2.27865e-05,,0.0,,,,,,,-111.5109471562,,9494.7679566483
184,2023-10-01,69163.31,2053.1982,1410.0513371087,1545.3884461747,484.7707580654,1018.5052477512,17126.1534798295,522.1138065314,167.9799327953,,457.1892975846,357.6896287198,321.0223401339,283.8048517808,4974.8767315471,188.9985793392,123.5201187293,147.312,126.7065614437,116.0184066553,324.93288507,3348.0,4.7327637005,74.0762046519,0.0768,76.365163848,,45.8006549289,74.002529904,55.6551328706,0.0,0.0941986142,57.18,20.5347330151,6.11661,10.1302492442,33.891525,16.984478915,16.32,24,8.419887618,19.92,7.2878407677,0.0184514839,24.3218110202,9.54419334,,3.0774096175,4.67126477,2.02089,4.76590815,4.5015997883,0.0,,7.4237496,5.4755674132,5.28,2.6570769647,2.3147316287,2.24545e-05,2.2819611624,2.808,0.7458135,,,,,,0.0,0.0,0.0500365535,0.06,,7.59239e-05,,,,,,,,,2.37736e-05,,0.0,,,,,,,,-1198.83,103696.3199694824
185,2023-10-02,288.53,2595.816,1424.1448974334,1593.6046296953,509.1976564419,1005.631623957,1723.5927608174,545.7937190933,207.2783861954,,475.9729803687,357.689507523,343.9210489919,281.9913567558,188.8866543937,186.3794866906,123.2884274064,148.5586041622,126.7456302019,114.7890814676,337.454282775,,20.0947090768,74.0881462279,0.0770954685,75.993163848,,45.8006546746,58.2056657146,55.6711445415,0.0,0.1275041885,57.76,20.534791716,18.0141,20.2853258575,35.9131125,16.9844796462,18.52,24,2.731682862,19.92,7.2883443902,0.0184182708,24.328127976,9.92570711,,4.2654218744,5.1244854331,5.93991,4.76972115,4.2408118204,0.0,,7.3084839,5.5389358777,5.28,2.6707280187,2.7431728439,1.98215e-05,2.2817431704,2.808,0.68386155,1.8135,,,,,0.0,0.0,0.0382683205,0.06,,7.61233e-05,,,,,,,,,2.30533e-05,,0.0,,,,,,,,-120.65,13120.4660713968
186,2023-10-03,,2595.816,1433.8001041538,1581.7796498797,531.4426049899,1058.2604593669,,592.0186290942,192.676461211,,495.5676375678,357.6894298669,308.9436132342,281.9913618767,189.7078190192,169.2431283801,142.7410163269,149.7513844973,126.7490819749,115.4611211292,374.686250595,,20.1092584471,74.1384637892,0.0792523116,79.620163848,,43.9276298073,58.3540064694,55.6750089876,0.0,35.7031013815,55.96,20.6635249475,29.17689,20.971001657,40.2504,16.9844793793,19.06,24,3.650971494,19.92,7.2888285569,0.0175640196,24.4032257845,13.83028302,,5.3661592334,5.2048243908,7.7469,4.8422844,10.6629696683,0.0,,7.6104777,5.4895773783,5.6,2.6744130558,3.2184991321,2.26067e-05,2.2811470404,2.808,1.13314455,,,,,,0.0,0.0,0.0380607635,0.06,,7.53322e-05,,,,,,,,,2.16988e-05,6.8576e-06,0.0,,,,,,,,,11426.8463908721
187,2023-10-04,,2595.816,1448.7809371534,1575.4316499565,526.2468026728,1040.8673594658,,535.9918025796,195.4564407288,,467.3893015599,321.2357587077,287.1614773178,281.9913671336,189.9164499328,164.4119418767,174.6312928813,153.7457894704,126.7441508709,115.5136135506,341.68769625,,21.8069785993,74.1582623427,0.0768,79.062163848,,43.4347294255,58.540804116,55.6746644162,0.0465,49.3042180646,53.22,20.9924837347,32.82435,81.8932960739,38.0218875,16.9844787094,18.9,24,5.292312312,19.92,7.2888450958,0.0170210254,24.4121836286,10.76002426,,14.834492245,4.9546696969,9.5961213,4.6854197023,8.9996292603,0.0,,7.303134,5.4379363347,5.36,2.6840487976,3.3382380902,2.06537e-05,2.2812737064,2.808,2.2110843,,,,,,0.0,0.0,0.0390379174,0.06,,7.83055e-05,,0.02,,,,,,0.0009861037,2.19332e-05,6.6134e-06,0.0,,,,,,,,,11354.266034221
188,2023-10-05,4.6,2595.816,1452.4181201096,1602.883100356,538.806340764,1079.9984241993,,578.6876432439,217.8595395456,,509.3886744585,303.0086305214,287.4777508728,281.9913726052,190.8858429205,163.5390793018,128.5733392461,158.6900506421,126.7443152403,115.8228136042,359.897679825,,22.1751705909,74.1399363413,0.0777330749,74.319163848,,43.4347294188,58.318219404,55.6739423269,0.0,48.3414846257,52.02,21.029666809,58.6458,125.317229382,38.955375,16.9844789853,18.44,24,10.159835778,19.92,7.2891452552,0.0173064046,24.2370544581,10.52978,,21.2125948761,5.2122509043,14.9732976,4.83760185,6.3671752952,0.0,,6.2792943,5.5569504481,5.28,2.694244779,3.3545988924,2.04888e-05,2.2812705444,2.808,0.7986375,1.8135,,,,,0.0,0.0,0.0380229597,0.06,,0.0167442736,,,,,,,,,2.20121e-05,2.3709e-06,0.0,,0.0,,,,,,,11584.6989982536
189,2023-10-06,,2595.816,1444.3138373803,1608.9004204166,549.5488315053,1085.9679382075,,672.4780925284,232.9272361065,,472.3219389015,299.8398608899,335.3759649216,281.9913768823,190.3515812462,163.4625514675,132.8356269838,159.3038013521,126.7442330558,115.6179647288,371.311684215,2.0925,22.2421376965,74.151894523,0.0864727378,73.296163848,,43.4347294328,58.346467968,55.6719292769,0.0,37.8342943565,51.88,20.9173789119,56.70117,116.7423480136,41.5465875,16.9844790144,18.02,24,10.154899152,19.92,7.2903586688,0.0172259753,24.2485693521,10.96287777,,19.0488518036,5.4409980329,12.6196071,4.8540323,8.8986506074,0.0,,6.3329511,5.494257218,5.28,2.7139158322,3.5252796667,2.31877e-05,2.2896055764,2.808,1.6698894,0.0,,,,,0.0,0.003255,0.0374169081,0.06,,0.0077386002,,,,0.62775,,,,0.0011643832,2.2496e-05,,0.0,,,,,,,,,11707.3648341991
190,2023-10-07,,2595.816,1455.0798345913,1561.0256037574,534.4436749528,1009.7586249236,,596.7951254907,217.3172817071,,430.3224705849,286.5371520162,302.0555781144,282.0360205277,189.2373147888,163.1875205121,126.3523620449,158.472,126.7474382747,115.5742053228,341.59788987,,22.2147667286,74.1397917043,0.0768,74.970163848,,43.4347296969,58.306859268,55.6744495173,0.0,35.2381874775,52.4,20.7728827705,30.36171,11.1361462641,34.268175,16.984479008,16.6,24,1.019051406,19.92,7.2908608595,0.0176098408,24.2544225363,10.60299312,,5.2825897813,5.3839476275,6.3051117,4.76646915,6.534824198,0.00605895,,6.4630098,5.6210819396,5.28,2.7099954341,2.8027543121,2.15762e-05,2.2862698524,2.808,0.7617723,,,,,,0.0,0.035805,0.0385881341,0.06,,0.006927794,,,,,,,,,2.20729e-05,,0.0,,,,,,,,,11183.1934261474
191,2023-10-08,,2595.816,1479.9946523363,1548.9926609042,511.9705823723,1011.581012107,,491.1537764325,185.6376270445,,349.614745557,286.5366726379,267.8127940848,281.9913842318,189.460503113,163.1640618639,127.0509389316,158.472,126.7468629792,115.2906588097,328.981209015,,22.1892962398,74.0583528692,0.0768,70.878163848,,43.4347273264,58.29950706,55.6660055798,0.0,30.2169887986,52.4,20.7788326049,17.92017,8.0337237368,35.46555,16.9844789749,15.82,24,0.806392956,19.92,7.2891021517,0.0141652383,24.2582598369,10.43017743,,4.7203363265,4.82418429,2.8203645,4.4239196,6.6055849732,0.1378911,,6.7886358,5.4837437002,5.26,2.6795890007,2.4192686824,2.08543e-05,2.2819540944,2.808,0.5901873,1.8135,,,,,0.0,0.035154,0.0448620104,0.06,,0.0073572419,,,,,,,,,2.28045e-05,,0.0,,,,,,,,,10883.0134133505
192,2023-10-09,,2595.816,1439.8197942848,1667.0744537715,566.812137341,1054.6169586723,,624.2105303167,225.4476319497,,493.137957735,286.538169653,310.0933228606,281.9913846187,190.5590617481,164.1174808732,217.6726451792,160.0171246297,126.7458767569,114.8638790314,356.760994425,0.6975,22.2396841269,74.1188320636,0.0785032274,73.3127688415,,43.4347273322,58.7234127665,55.670684814,0.0,37.6124692258,52.98,21.1752518946,38.75589,9.3736348868,33.612525,16.9844788794,17.98,24,7.852802076,19.92,7.2901810542,0.0136224493,24.3011726806,11.08017292,,4.4301088495,5.208765797,12.4216101,4.4812551,6.152763371,0.04814145,,7.0301196,5.5214463786,5.42,2.701756127,3.3134685066,2.12144e-05,2.2814928144,2.808,1.3279749,,0.0,,,,0.0,0.03906,0.0383267855,0.06,,0.1047330446,,,,,,,,6.5563e-05,2.30049e-05,,0.0,,,,,,,,,11590.8928506921
193,2023-10-10,,2595.816,1418.6172074964,1669.3124846818,548.3631326859,1066.0484176901,,574.3600868289,250.3154564546,,436.3099079466,288.6578558055,288.5051048837,285.9206343327,190.7635033138,163.2154338504,163.5811432672,159.5020006271,126.7481779392,114.6901180548,394.61992779,,22.2259891496,74.1265227429,0.0768,72.900163836,,43.4347273324,58.386260436,55.6747369795,0.0,37.9983716102,52.42,21.0698937412,60.66018,15.4612266954,37.7963625,16.9844816718,17.98,24,1.317499008,19.92,6.5182666754,0.0128791107,24.3087770459,10.45114407,,5.5496423412,5.1858494577,13.5344295,4.4645269,6.8347296762,0.06665775,,6.9858924,5.6324579305,5.56,2.7091465635,3.3510105048,2.01681e-05,2.2915840584,2.808,1.1759199,,,,,,0.0,0.029946,0.0380642793,0.06,,0.0134289408,,,,,,,,0.0031940319,2.14999e-05,,0.0,,,,,,,,,11475.365398156
194,2023-10-11,,2595.816,1417.6368453258,1627.9337467132,542.5183356756,1064.565186116,,550.461562031,280.3099061317,,437.3069719392,289.364742479,267.3153683944,289.2453841635,191.6436492716,163.2177137593,109.8919449724,157.2507481279,126.7470273471,114.4705483546,410.24322006,,22.2438345881,74.1262331332,0.0946864618,72.898768836,,43.4347273209,58.420423056,55.6740660702,0.0,37.019679575,50.44,21.0600002906,42.14109,23.6783664333,40.1004375,16.9844840122,18.0,24,1.35843705,19.92,6.1370556184,0.0123405335,24.3163894204,10.41106162,,5.9980639115,5.0342261703,8.9387229,4.37116495,6.9512936639,0.0663462,,6.793371,5.5166913852,5.74,2.7322716833,4.0737624134,2.10817e-05,2.2984522944,2.808,1.4083827,1.953,,,,,0.0,0.033852,0.0372584585,0.06,,0.0159213325,,,,,,,,,2.19299e-05,,0.0,,,,,,,,,11363.2418064565
195,2023-10-12,,2595.816,1413.7829674949,1636.1772719631,557.9268549319,1080.0348494396,,604.1446366883,315.7308804476,,422.5438889166,277.8498632686,270.2457789692,290.7575754198,206.6250275948,164.2784715374,109.7241585628,154.8118926715,126.7467807928,114.4245344641,425.06768511,,23.576557998,74.1281143627,0.0813227171,73.101163828,,43.4347273208,58.235046528,55.6736175955,0.0,36.9056260116,50.04,21.1771200476,36.203226,17.78767983,38.346225,16.9844865978,18.18,24,10.646017644,19.92,6.1369309466,0.0122977768,24.3536073013,10.54858274,,5.4328176814,4.7617379603,8.2497789,4.45895205,6.9314562147,0.07816185,,7.0732788,5.5032228401,5.74,2.7414815609,3.7540805273,2.01918e-05,2.2991633724,2.808,3.53437665,,,,,,0.0,0.054684,0.0383924286,0.06,,0.0115230762,,,,,,,,0.0029945906,2.1117e-05,1.2597e-06,0.0,,,,,,,,,11489.6956135898
196,2023-10-13,,2595.816,1426.6338774862,1642.4833827408,580.4116495484,1099.9800341299,,563.3111463987,320.1694747329,,465.0076844247,261.6324089235,256.7212294887,288.4707189494,196.7292661395,164.3025956899,109.6460321135,153.8660539186,126.7684776676,107.409766826,445.990081575,,24.2221984982,74.1329921727,0.0845292701,72.783163824,,43.4347273267,63.6312687886,55.6745895201,0.0,36.7089946395,50.3,20.9822787603,45.921354,23.407679469,38.3078625,16.9844874176,18.68,24,9.320412942,19.92,6.1355256186,0.0123941007,24.3618995922,10.75771374,,7.8772882238,4.5995679398,9.6417471,4.54556295,5.1530425875,0.06339345,,6.1583583,5.4761530153,5.76,2.732252051,3.9462585432,1.88661e-05,2.2987603104,2.808,3.59225055,,,,,,0.0,0.034503,0.0396250545,0.06,,0.0039608269,,,,,,,,,1.86582e-05,,1.656e-07,,0.0,,,,,,,11549.9047145259
197,2023-10-14,,2595.816,1408.11402782,1604.5129288034,528.0934617813,1037.2338321317,,522.2161873886,346.554110515,,343.0205533638,261.6321603089,280.1603535067,290.9863720649,189.310109911,163.1740479938,110.1674136507,154.008,126.7476848297,100.3768650104,444.32819157,,24.2053821775,74.0699478552,0.0921570383,71.946163824,,43.4347273264,66.73481538,55.670960001,0.0,30.3065723852,49.9,20.9719160693,39.851802,23.9107732981,34.6983,16.9844879884,16.8,24,2.500494534,19.92,6.1354347396,0.014319468,19.1696295074,10.85099835,,7.6751844878,4.3963439811,8.2500858,4.430229,5.2307606962,0.05572095,,6.8056521,5.6164537059,5.76,2.7122603394,2.3724290771,1.91093e-05,2.2982657364,2.808,0.44050845,1.953,,,,,0.0,0.034503,0.038063255,0.06,,0.0170615544,,,,,,,,,1.94384e-05,,0.0,,,,,,,,,11219.5757432733
198,2023-10-15,,2595.816,1431.2791770899,1586.9947856836,519.6601336633,1070.6710790701,,562.7519625707,337.9767351674,,361.9959432975,261.6319631578,287.8316175785,291.5908758584,190.3484036907,164.6159435404,109.0865123185,154.008,126.7465342389,100.1355634306,412.503017295,,24.1801625226,74.0658761092,0.0883371415,71.946163824,,43.4347295097,66.560787828,55.6609761915,0.0,29.8736300385,49.5,20.9820375414,21.814266,55.1009916103,32.8743375,16.9844878475,17.3,24,0.526270818,19.92,6.1353641644,0.0137453769,19.1738671389,10.927911,,12.9852179592,4.0821892304,3.1122078,4.4112942,5.2294012953,0.00672855,,6.9191457,5.4163410585,5.76,2.7051712606,2.5436912739,1.97287e-05,2.2809223524,2.808,0.4488366,,,,,,0.0,0.035154,0.0385217151,0.06,,0.016689157,,,,,,,,,2.04347e-05,,0.0,,,,,,,,,11285.5677421295
199,2023-10-16,,2595.816,1511.7030692414,1695.0205677986,574.317983825,1056.9798528524,,581.4594453793,372.0764862924,,540.1552055907,256.1463144429,280.1108816684,290.1828744445,191.698213788,161.7129841023,108.7438639753,154.008,126.7450549064,102.6913130763,388.92073713,2.0925,24.2243408421,74.1363986793,0.0875629771,72.504163824,,43.4347290397,66.649673136,55.687492454,0.0,38.8350324837,50.1,20.4094393989,47.656176,43.2418234732,39.601725,16.9844877736,21.62,24,7.695796128,19.92,6.1359536382,0.0123360156,19.200435728,11.07922785,,12.1209082822,4.638855978,12.9772572,4.590561,5.8221115704,0.04913655,,6.4801899,5.5247135355,5.74,2.7240546641,3.2978923525,1.86643e-05,2.2955596224,2.808,6.13994835,,0.0,,,,0.0,0.037107,0.040123568,0.06,,0.2377662432,,,,,,,,,1.88354e-05,,0.0,,,,,,,,,11769.3823662713
200,2023-10-17,,2595.816,1438.6033928703,1657.4501964385,615.3319519093,1063.6094328002,,701.7157963108,378.2930859626,,498.1029751284,255.6169553261,298.0591449185,289.9150433712,192.4201181119,160.9273286504,106.8471370977,157.8256791648,126.7443974263,103.8661103098,416.39678733,3.4875,24.2083025165,82.7198039141,0.0769111461,76.398163818,,43.4347273327,66.643146396,55.6792781643,0.0,35.4125899038,50.06,20.0452246805,42.725502,40.9724463036,33.14985,16.9844887435,17.34,24,9.91067055,19.92,6.1346191277,0.0122843222,19.1883827425,10.78330364,,11.5459439613,4.5036692562,8.355585,4.5555848,25.5841743471,0.06338415,,6.6879441,5.6408845429,5.76,2.7077953234,3.5314790228,1.92951e-05,2.3077364844,2.808,5.6799378,1.953,,,,,0.0,0.080073,0.038853551,0.06,,0.0039963135,,,,,,,,,1.86814e-05,3.3816e-06,0.0,,,,,,,,,11848.696811439
201,2023-10-18,461.41,2595.816,1467.7129974963,1705.1419510589,605.3574531359,1028.5115922249,2755.1330087941,647.6026696209,402.0976260591,,434.3330798493,255.2828294217,293.4893342715,290.5334976314,190.9275273941,162.0275260869,111.3755895126,158.6359804151,126.7441508702,103.8193426039,393.698900895,0.6975,24.2491671997,88.8510770141,0.0774876319,73.410163812,,43.4347273268,66.585279564,55.6848413385,0.0,35.8360184552,50.08,20.1473850155,33.260706,24.2489643133,38.3334375,16.9844850228,22.0,24,9.452963424,19.92,6.1363451176,0.0142738297,19.2295348383,11.01707607,,8.6451149242,4.4705183867,6.6554427,4.67960685,5.3649359984,0.0690153,,6.5496177,5.7829738903,5.4,2.7243754121,3.3136984232,1.90664e-05,2.2994222844,2.808,3.85345035,,,,,,0.0,0.036456,0.0382714579,0.06,,0.0040355675,,,,,,,,,2.04784e-05,6.0268e-06,0.0,,,,,,,,-192.86,14743.1974716315
202,2023-10-19,,2595.816,1452.4090383999,1684.8851128844,592.5906514878,1772.8408589581,,606.653549006,394.4141853232,,443.9055496564,254.7023383884,270.497752682,295.2216319947,191.3414327853,166.3987428039,106.6562201282,158.472,126.6096138012,104.0896987971,346.735126635,,24.34168125,88.8326057002,0.0788796873,72.377398812,,43.4347273322,66.669024576,55.6827285835,0.0,32.5997193274,49.44,20.1729612253,35.942826,25.1090520889,36.10899468,16.9844819301,21.2,24,4.864864968,19.92,6.1386215917,0.0128664063,19.3354754296,10.84078434,,8.4936849312,4.3526142776,8.8781706,4.5285601,11.0747958514,0.05055015,,6.8184609,6.6311264046,5.62,2.7568288051,3.4566429554,1.88431e-05,2.2991191044,2.808,4.1206533,,,,,,0.0,0.034503,0.0375837311,0.06,,0.0058589258,,,,,,,,0.0010706165,1.9731e-05,,0.0,,,,,,,,,12310.3554598873
203,2023-10-20,,2595.816,1462.3748264675,1662.3466552837,584.0927274216,1219.5797121741,,573.5691174722,388.8482944997,,449.1803599233,260.6694436485,257.3287842688,299.780496832,198.5353745417,169.7719719696,106.2045315006,158.472,126.7432468316,103.9909095371,318.924953475,,24.3459596403,88.8619553666,0.0777659373,73.503163812,,43.4347273154,66.653578392,55.6831104135,0.0,32.8416750644,49.48,20.0574008687,43.882422,24.4770029521,34.98195,16.9844819365,20.84,24,4.324881672,19.92,6.8100380554,0.0115939282,19.3449589241,11.24703345,,8.4018696677,4.3904569877,8.9258424,4.63625025,5.5574106684,0.04539795,,6.4726908,6.8777676757,5.76,3.2143709622,3.5156815506,1.98148e-05,2.2916636664,2.808,1.3190655,1.953,,,,,0.0,0.037758,0.0450263143,0.06,,0.0043360748,,,,,,0.0297826753,,,2.04795e-05,2.2348e-06,0.0,,,,,,,,,11684.3395192477
204,2023-10-21,,2595.816,1483.6331040856,1627.6277418816,603.0997293841,1050.7361252587,,593.6867083475,380.0667987595,,417.0868359898,265.0644522841,259.9329273251,299.7805011395,209.684532475,179.3103401515,106.0129414721,158.472,117.8058942459,104.0141938977,312.250886595,,24.9203661245,88.9058352265,0.083276863,72.387163812,,43.4347286643,66.581912964,55.6841201023,0.0,32.1182612951,49.36,19.9762198307,16.600686,81.4598102929,32.6929875,16.9844820834,22.56,24,7.469510946,19.92,7.2897538567,0.0133926969,8.0951743881,10.79639106,,18.1471325648,4.0638948783,3.0645732,4.64011905,5.5068447477,0.03688845,,7.1132724,6.6456984863,5.76,3.6000024192,3.3277404806,1.90641e-05,2.2898845764,2.808,0.4658835,,0.0,,,,0.0,0.037107,0.0382239713,0.06,,0.0172756686,,,,,,6.946e-07,,,1.94002e-05,,0.0,,,,,,,,,11533.0383675512
205,2023-10-22,,2595.816,1496.6111887593,1609.4494314142,584.8595357261,974.9488226646,,558.6807652561,391.4215770318,,359.3165002961,265.0643635429,250.7243413539,299.7805058607,194.6134437358,194.9701583673,103.2556908895,158.472,116.1502570202,103.5841504035,298.90312902,,28.3283306719,88.8569258084,0.0768,71.550163812,,43.4347277858,66.488252292,55.6590946791,0.0,26.2710373979,48.78,19.9808830296,5.182146,8.4687320492,17.7664875,16.9844820566,22.52,24,0.906977478,19.92,7.289308621,0.0126680213,8.0995784868,11.02961067,,4.0040893425,3.5044313481,2.3331282,4.6264713,5.2989464488,0.0121551,,6.2634153,6.7280565028,5.76,3.5831451599,2.578727104,1.88157e-05,2.2916975184,2.808,0.45025485,,0.0,,,,0.0,0.036456,0.0358771894,0.06,,0.0172557745,,,,,,2.08e-07,,,1.93551e-05,,0.0,,,,,,,,,11198.6202132188
206,2023-10-23,,2595.816,1528.6951356319,1649.8881777632,626.2583890444,1064.5336274863,,618.7752575793,409.6925506185,,478.7534551685,270.8210255069,280.3639377403,299.7805100823,191.427556772,204.9244941509,100.4995986782,158.472,116.1517363506,103.374488446,319.441564755,,28.2177262789,88.8258496248,0.1103028059,72.666163812,,43.4347273264,66.5259876,55.6848300855,0.0,31.6083829395,49.3,20.0189498686,35.832156,68.4877979523,30.348225,16.9844821463,22.58,24,0.5636637,19.92,7.2903905701,0.0129605313,8.155502527,11.02839144,,14.9090991415,3.8114912446,8.5189302,4.6494981,5.5043083256,0.05227065,,6.4983039,6.0978149458,5.76,3.6081366479,3.0976938402,1.78893e-05,2.3034196104,2.808,0.6741849,1.953,0.0,,,,0.0,0.035805,0.0370186956,0.06,,0.0637623609,,,,,,8.56e-08,,,1.68273e-05,,0.0,,,,,,,,,11789.7087683476
207,2023-10-24,,2595.816,1591.0708174464,1578.1726022798,625.4124574368,1055.9074596064,,587.0842749432,420.1420457362,,416.263472687,273.6092635198,253.8336565014,299.7805148921,190.7596072959,228.6788438912,99.2269185818,158.472,115.4020309077,102.9193759302,305.17921728,,31.4974621058,88.7458406751,0.1541053109,71.827768812,,43.4347273213,66.510860964,55.6799484088,0.0,26.6476606038,49.28,20.0534830907,30.987972,41.7313441764,25.1878875,16.9844819819,22.56,24,0.544004058,19.92,7.2902150621,0.0125501991,8.159510856,10.97424591,,10.9059016596,3.4397284522,7.0409091,4.6214214,5.2776840101,0.03775335,,6.4605738,5.6586548335,5.76,3.6039505958,2.6034640329,1.91505e-05,2.2987930464,2.808,0.44104785,,0.0,,,,0.0,0.035805,0.0358069056,0.06,,0.1139669141,,,,,,7.059e-07,,,1.86917e-05,,0.0,,,,,,,,,11621.1181274701
208,2023-10-25,,2595.816,1596.7100416829,1661.991271594,689.1253315831,1133.2926890914,,691.0360001265,422.7531962208,,413.8167098962,274.6229641925,282.1183024932,300.081839623,191.4426908304,256.6905991168,101.3992402266,160.9084881935,118.0471626358,103.4596201839,320.299347465,,33.85104753,88.7955566948,0.1972254246,77.1421638025,,43.4347282785,66.551567436,55.6840278455,0.0,18.6014607094,49.36,20.1061046944,56.169954,26.1101352179,16.058775,16.9844816202,22.56,24,5.114009364,19.92,7.2908029558,0.0115765087,8.1660257954,11.23942028,,7.6948499751,4.068902496,12.4675521,4.65712875,5.5308921796,0.0460908,,5.9848698,5.4253161443,5.76,3.6308829528,3.2609635441,1.77371e-05,2.3144845644,2.808,1.03218375,,0.0,,,,0.0,0.037758,0.0369275556,0.06,,0.0634853579,,,,,,4.27e-08,,,1.90926e-05,5.7439e-06,0.0,,,,,,,,,12045.8408888994
209,2023-10-26,,2595.816,1592.1750402592,1664.7549456313,807.8494570637,1291.3380542008,,689.5375342302,430.2549476014,,462.6296185105,271.9725166112,324.0911809835,300.0595246053,191.651081242,314.4277598228,100.8286811553,162.936,118.0812527566,103.4778410361,358.390714335,,38.1251015245,88.894042369,0.2304,79.1521638,,43.4347273328,66.55308966,55.7011033727,0.0,38.6349322084,49.32,20.2649076141,49.923144,67.3679206828,36.99075,16.9844824929,22.52,24,8.57833116,19.92,7.290994544,0.010447836,8.172662027,11.5689181,,15.1797698986,4.7061222824,10.0727184,4.65693345,4.1471355299,0.0521358,,5.3621535,5.5089250574,5.76,3.6731232481,4.2806063025,1.80261e-05,2.4528317364,2.808,0.74519505,1.953,0.0,,,,0.0,0.037107,0.0384381433,0.06,,0.0141410457,,,,,,9.36677e-05,,,1.77594e-05,3.867e-06,0.0,,,,,,,,,12605.4187385336
210,2023-10-27,,2595.816,1591.2527005585,1664.9447377617,849.6108884812,1299.9906070581,,683.2420858653,430.4719480397,,484.4108048808,271.9735021571,291.7910304791,300.2129793762,191.5890654353,344.1656177509,102.4291607848,162.9844171438,118.0840470537,103.5573921295,363.294200715,,38.9373181968,88.9360326474,0.1829046075,81.4771638,,43.4347273271,66.540523872,55.69058905,0.0,34.2895480419,49.52,20.4012884613,48.74874,26.1283632061,36.793125,16.9844827926,22.56,24,3.717185634,19.92,7.2945181332,0.0101373554,8.2077974991,11.97877812,,7.8081236035,4.6143895678,9.8360427,4.6775097,5.7551177851,0.0459606,,5.7971802,5.520123478,5.76,3.735430919,3.7922821418,1.88883e-05,2.4424830684,3.07,1.17803565,,0.0,,,,0.093,0.042966,0.0390619056,0.06,,0.1112310263,,,,,,4.051e-07,,,1.89997e-05,2.2658e-06,0.0,2.6021e-06,,,,,,,,12619.9533909216
