,Service,Tax($),Savings Plans for  Compute usage($),Relational Database Service($),EC2-Other($),CloudWatch($),S3($),Support (Business)($),VPC($),EC2-Instances($),Tetrate Service Bridge($),Glue($),OpenSearch Service($),Elastic Load Balancing($),ElastiCache($),Redshift($),DocumentDB (with MongoDB compatibility)($),Elastic File System($),Elastic Container Service for Kubernetes($),Elastic MapReduce($),Managed Streaming for Apache Kafka($),CloudTrail($),Certificate Manager($),DynamoDB($),Direct Connect($),SageMaker($),QuickSight($),OCBLateFee($),DMS($),Route 53($),MQ($),Cognito($),CloudFront($),Hardened Red Hat Enterprise 7 (RHEL 7)($),EC2 Container Registry (ECR)($),Config($),SNS($),Rekognition($),Glacier($),CIS  Linux 2 Benchmark - Level 2($),Savings Plans for  Machine Learning($),Systems Manager($),"F5 BIG-IP Virtual Edition - GOOD  (PAYG, 200Mbps)($)",Kinesis($),Lambda($),Backup($),Key Management Service($),Managed Service for Prometheus($),SQS($),API Gateway($),Security Hub($),Secrets Manager($),AppFlow($),X-Ray($),Managed Workflows for Apache Airflow($),Cost Explorer($),Directory Service($),CIS Ubuntu Linux 20.04 LTS Benchmark - Level 1($),Kinesis Firehose($),SES($),Step Functions($),WAF($),DynamoDB Accelerator (DAX)($),Athena($),Inspector($),Antivirus for  S3 - PAYG with 30 DAY FREE TRIAL($),Transfer Family($),FSx($),WorkSpaces($),Budgets($),Service Catalog($),CloudWatch Events($),Pinpoint($),RHEL 8 with Support by Supported Images($),Elastic Container Service($),CIS Ubuntu Linux 22.04 LTS Benchmark - Level 1($),CIS  Linux 2 Benchmark - Level 1 (ARM)($),Elastic Disaster Recovery($),Textract($),Red Hat Enterprise Linux (RHEL) 8.4 with support by ProComputers($),Amplify($),Fault Injection Simulator($),AppSync($),Simple Workflow Service($),CloudShell($),CodeArtifact($),IoT($),CodeCommit($),Migration Hub Refactor Spaces($),Location Service($),CodeBuild($),DevOps Guru($),Data Transfer($),Refund($),Total costs($)
106,2023-07-15,,352.656,1710.0132002632,1734.9832115893,739.2899033459,966.4879474756,,464.8332883372,516.6062104882,,387.3181590596,547.5133778464,266.1505949831,349.9779788471,180.1778300469,237.6398584752,102.8123088001,142.848,170.630734337,76.8416078501,39.81858054,,12.6621874849,74.0753475931,,63.260128968,,70.4829701716,43.656513468,55.6841691772,0.0,26.4086836952,61.4,17.6096401722,9.6534,22.4919565635,25.1669625,16.9845129492,29.06,24,0.428009436,19.92,7.3590785444,16.0110060698,10.1979433791,7.9941799416,,4.9431608458,4.8736577113,2.9592786,4.7814924364,1.8085084277,0.16345215,,1.3892109,5.5482979861,2.88,2.4339471099,2.8234950881,7.4135e-06,0.930628854,,0.26543595,,,,,,0.0,0.0,0.0122818553,0.06,,0.0017981906,,,,,,,,,1.4756e-05,2.3009e-06,2.752e-07,,0.0,,,,,,,9636.9801532495
107,2023-07-16,,352.656,1723.0531869079,1713.3300651804,723.0867507307,946.9948095841,,485.593542639,466.020984325,,336.3524696086,547.5100783102,263.2455702762,349.9779824863,178.8597761401,231.5065719041,104.3530090568,142.848,168.9652381662,76.4426806228,35.73810789,,12.5021098338,74.0317077931,,63.261523968,,70.4829720058,43.59263958,55.6737823968,0.0,23.224068623,59.36,17.6109619788,5.00712,15.2332695368,22.6978125,16.9845128745,29.76,24,0.435461526,19.92,7.5090672845,15.8987448192,10.2732650141,7.9621061316,,3.6014295138,4.1665331063,2.374104,4.8006755864,1.2202607434,0.2037072,,1.3812339,5.6171996456,2.88,2.4296515352,2.4290424753,9.2588e-06,0.930464244,,0.24958875,2.232,,,,,0.0,0.0,0.0162346944,0.06,,2.79838e-05,,,,,,,,,1.57775e-05,,1.1375e-06,,,,,,,,,9476.5481292464
108,2023-07-17,,352.656,1737.7773010227,1730.4107776884,752.0360202441,953.5167468409,,499.8947087238,617.5202320513,,489.8214981527,547.5091597946,266.9247945698,349.9742663345,180.8844683072,235.4767662872,88.1238993129,142.848,171.2056039512,76.3167446969,38.82695781,0.6975,12.5810138005,74.096829443,2.7279721627,64.9955239515,,70.4829694492,43.738464696,55.6859644486,0.0,28.711387438,61.54,17.648505482,9.13911,17.7672920777,26.93745,16.9845129532,35.52,24,1.385142186,19.92,7.3840494983,14.5556112526,10.495299573,8.5270312116,,3.8645308413,4.3793600749,3.8135115,4.8840280364,2.490306137,0.0571764,,1.3401849,5.3185819503,2.88,2.4510105845,2.9512136117,9.795e-06,0.930641688,,1.6748835,,,,,0.8835,0.0,0.0,0.0031588516,0.06,,0.0016782736,,,,,,,,,1.65515e-05,8.014e-06,1.1004e-06,,,,,,,,,9895.2293772223
109,2023-07-18,,352.656,1755.1030787055,1737.7313524552,763.3975162759,951.9343907854,,544.967761967,587.9530643199,,541.2210554162,547.5059849032,277.5866865703,349.8887099813,182.8775470134,235.1080775201,74.8840482813,142.848,175.3381388892,76.2563789146,39.510067455,,12.4929681931,74.1102952169,2.7284662178,69.951523934,,70.4829710723,43.702401528,55.6849578545,0.0,32.2221479261,61.54,17.7662640311,6.79086,17.1077592881,22.7652375,16.9845123309,35.9,24,0.98553216,19.92,7.5199426659,13.4299433149,10.7638214331,8.4681647016,,4.0909060825,4.6288683638,2.7525303,4.9332418364,1.1927195875,0.0451143,,1.3595517,5.6866475092,2.86,2.323204453,3.2648356306,9.8299e-06,0.93055743,,1.07670285,,,,,,0.0,0.0,0.0018269956,0.06,,0.0007982945,,,,,,,,,1.65891e-05,4.6467e-06,1.1004e-06,,,,,,,,,9997.293166321
110,2023-07-19,,352.656,1748.1295827847,1793.5731401742,786.2095206018,940.5078269239,,561.9774396678,659.4639193524,,485.8245626587,547.5012827752,308.1389695033,359.2584698193,182.5290527786,238.0965874031,77.52347517,142.6391578571,168.6083964943,76.379870917,42.474918615,,12.7774268568,73.7443128865,2.727533648,67.72252392,,70.4829710105,43.6957168755,55.6846327457,0.0,29.4563413377,61.42,17.9122041353,8.01939,25.6393558242,24.13815,16.9845125687,33.08,24,0.608322858,19.92,7.4967129987,12.4365335698,10.919054357,8.5192745216,,5.7368218608,4.5821419459,3.2149077,4.9044553364,1.3682378843,0.04219875,,1.3677729,5.5483929823,2.88,2.4139940301,3.301613714,2.71562e-05,0.933393744,,0.81667485,2.232,,,,,0.0,0.0,0.0018333978,0.06,,0.0001261885,,,,,,,,,2.05888e-05,5.9677e-06,1.5712e-06,,,,,,,,,10138.2817641784
111,2023-07-20,,352.656,1716.1291590118,1759.4583384543,765.7304748309,938.5786919651,,471.1410709654,617.9134651895,,589.2191864341,547.3052240144,269.8724414878,354.4224809509,184.1034394778,238.8065282939,80.0811603485,141.321686299,170.3396461674,76.5499556569,42.724111185,,12.5776265506,73.6712233185,2.7277143546,65.30452392,,55.8354719289,43.7368985529,55.6836136715,0.0,31.3239641393,61.5,17.9867199084,7.12101,23.7400292057,24.856575,16.9845108795,33.34,24,0.425285652,19.92,6.800473188,12.2733706517,11.1675181763,8.5128286316,,5.254128909,4.6945396125,2.9056548,4.8424730364,4.4350323756,0.0455979,,1.3785387,5.4054169086,3.46,2.328367792,3.7262999588,2.9289e-05,0.930622716,,0.64792635,,,,,,0.0,0.0,0.0018535254,0.06,,0.0027461965,,,,,,,,,1.91452e-05,8.1285e-06,1.5346e-06,,,,,,,,,9965.9616753403
112,2023-07-21,,352.656,1700.6501040262,1752.2004341354,812.1307974578,982.1510568193,,499.7773881257,604.776723072,,566.45338558,541.4715948755,262.5866593039,350.6634357149,181.6701902574,238.0916900772,81.4292625464,140.5561691735,174.9953040513,76.3667424754,42.270240495,1.395,13.1502677941,73.672361954,2.7277640013,66.14152392,,47.0469696915,43.82845038,55.6848666885,0.0,30.2912557551,61.56,17.9369521769,8.12262,24.1302178934,28.172025,16.9845095888,33.48,24,0.48113457,19.92,6.1275281586,12.9377845325,11.5519527244,8.1828832716,,5.2137059478,4.7186482361,3.4306119,4.8206457864,9.3582469771,0.0411432,,1.3756758,5.4869745576,3.84,2.3271347953,3.0306266888,3.07298e-05,0.930648384,,0.3792447,,,,,,0.0,0.0,0.0018353584,0.06,,0.0002198409,,,,,,,,,2.02775e-05,1.2385e-06,1.73e-06,,,,,,,,,10013.4386624358
113,2023-07-22,,352.656,1685.4142173729,1695.1297953756,771.4303823312,939.7731740249,,519.6284504256,443.4839274844,,549.1331812227,527.9662056421,270.0744133615,328.6680259413,180.7848480859,233.4912434832,82.8532311493,140.616,173.0638390437,76.26236715,40.97313834,,12.5232979549,73.6719608523,,65.02552392,,47.0469721128,43.667173128,55.6899581885,0.0,29.8735296301,61.06,17.9651770503,10.06353,24.566228573,27.2920125,16.9845101185,28.28,24,0.014481402,19.92,6.1254167106,12.283317633,11.8560908605,8.1905000016,,5.1714141822,4.3564073996,3.6758343,4.8036045864,5.2204357247,0.1644519,,1.3886163,5.7228825519,3.84,2.3076772721,2.4490928562,3.08542e-05,0.93058533,,0.2631435,2.232,,,,,0.0,0.0,0.0123135941,0.06,,4.27686e-05,,,,,,,,,2.00328e-05,2.3435e-06,1.4553e-06,,,,,,,,,9650.100678022
114,2023-07-23,,352.656,1676.416157491,1692.9801904692,759.7533807173,911.8626142282,,421.2509171875,379.9490180046,,447.7527226925,527.9612270664,255.603373347,326.8545353649,180.7684098617,228.4720914841,84.4765472278,140.616,171.9375196424,75.7991045767,35.657846565,0.6975,12.5051138207,73.6722512001,,65.02552392,,47.0469700763,43.654141968,55.6523793139,0.0,23.2239704511,59.68,17.9878106199,8.10867,11.3105063073,22.1526,16.9845091857,28.48,24,0.016734048,19.92,6.1245863703,10.7118755868,12.0888075596,8.0905753416,,2.8470888564,3.6863943437,3.1922622,4.8166607364,8.3389856037,0.20312595,,1.4051553,5.4057184704,3.84,2.2971913588,2.3934852317,3.75779e-05,0.93052674,,0.31305195,,,,,,0.0,0.018228,0.0162736872,0.06,,4.2134e-05,,,,,,,,,2.05832e-05,,1.7304e-06,,,,,,,,,9277.6664321494
115,2023-07-24,,352.656,1695.1369909919,1689.0273138903,797.1971027592,913.6459411267,,511.034051399,571.0079979358,,546.3566951938,527.9538579424,276.4018785689,326.8545449397,181.7082893156,238.2911692506,86.788933543,140.5526454547,171.1583511231,76.2011058034,39.755719515,,13.028702635,73.6713430061,2.7280971352,66.60652392,,47.046969428,43.844886084,55.6773755254,0.0,33.7854143391,61.54,18.0213626401,16.41636,9.7067524255,22.233975,16.9845091265,34.54,24,0.850932888,19.92,6.1264837728,13.3624966075,12.3061035349,8.5129976716,,2.7324273885,4.7734780571,5.3675136,4.8190850864,12.0368744746,0.06153345,,1.416066,5.4668405272,3.84,2.3032401051,2.9934918303,1.36194e-05,0.935864568,,1.1035938,,,,,,0.0,0.029351,0.0031689747,0.06,,4.95477e-05,,,,,,,,,1.71715e-05,4.4904e-06,1.021e-06,,,,,,,,,9790.5824892047
116,2023-07-25,,352.656,1692.5183056509,1684.3520831078,789.862683713,931.5501232625,,590.9661504533,587.0434126928,,779.0603181136,496.7763957712,279.954788441,308.4303188609,181.0793750861,239.2310948789,89.2555932231,140.616,171.8123769606,63.144677429,41.56219383,,12.6363445557,73.6717234059,2.7292456618,66.14152392,,53.9475728184,49.0771389658,55.6731514594,0.0,32.9640194713,61.54,18.0921631757,13.79562,18.7098614588,25.3948125,16.9845095064,28.94,24,1.032511296,19.92,6.1303675746,12.0626677798,12.6513395196,8.5989230916,,4.3914901292,4.8071982438,4.5699177,4.7853928364,8.3903072185,0.04769505,,1.4223426,5.6556431488,3.84,2.3560063358,2.8835664807,1.65875e-05,0.934055532,,4.2869094,2.232,,,,,0.0,0.151795,0.0018259017,0.06,,7.87986e-05,,,,,,,,,1.88771e-05,1.13085e-05,1.1798e-06,,,,,,,,,10085.3816599639
117,2023-07-26,,352.656,1619.9959136584,1722.4308704469,830.3295380803,1043.767315132,,552.2660062736,572.6717495121,,643.188088128,412.3622604947,291.7306754603,288.6148115846,181.2698192095,238.8856261,90.3762300988,140.616,171.346989712,50.1577372582,42.84514836,,12.8120181529,73.9239500842,2.7248917301,65.58352392,,58.876570955,52.19829972,55.6729344035,0.0,36.6004232522,61.1,18.1390857122,18.82599,24.5219270553,27.6779625,16.9845107582,26.66,24,0.883616622,19.92,6.1379568311,12.0507729856,13.0329482177,8.8107729216,,5.3797897257,4.7732678579,5.3548098,4.6650005864,14.2149173616,0.04598385,,1.4436633,5.5087381083,3.84,2.5416914524,3.0036801697,2.01963e-05,0.930898926,,0.779154,,,,,,0.0,0.421498,0.0018173823,0.06,,8.05125e-05,,,,,,,,,1.66476e-05,2.3149e-06,1.5712e-06,,,,,,,,,9935.6139670938
118,2023-07-27,,352.656,1590.4833097658,1696.0324092417,789.2851270922,1004.1992645924,,546.0379115302,446.5178590276,,521.8958268454,399.4304528316,278.4724930016,279.6533345292,190.2106901975,238.1832610015,93.1477178166,140.616,172.2089061023,50.1593783487,43.03583463,,12.3810440257,74.1785878836,2.7222798035,65.02552392,,58.8765735837,52.131984396,55.6771295555,0.0,34.1053957277,60.56,18.1867972511,16.70838,29.6230457688,25.9946625,16.9845099579,24.82,24,2.213544894,19.92,6.1490203431,11.1207307948,13.4100945218,8.4802145016,,6.2524446464,4.7490304523,3.6499338,4.6085248864,11.5821485413,0.049662,,1.3784502,5.5867124511,3.84,2.4497676779,2.9572175633,1.18762e-05,0.930634434,,1.88828595,,,,,,0.0,0.344029,0.0018287862,0.06,,0.0001451419,,,,,,,,,1.34449e-05,0.0,9.047e-07,,0.0,,,,,,,9515.8241377397
119,2023-07-28,,352.656,1594.0846061824,1743.5653077606,844.4659029954,1012.5638513646,,579.7407676133,469.1604937456,,533.0923200193,396.8386823686,286.6712219726,285.6983373243,184.3411151571,242.8152860101,95.574867193,142.3337959478,171.6005690026,50.0821796704,46.18341591,,13.0887021333,74.1888687776,2.7286192799,65.58352392,,58.8765720909,52.138633524,55.6798965265,0.0,38.0913939351,59.62,18.2761551495,13.07487,50.0022999374,28.6126125,16.9845095952,28.3,24,2.726366796,19.92,6.1366850361,10.1137305903,13.7190590283,8.5811007816,,10.1630121067,4.7055869381,3.6858318,4.8156736364,8.4241930533,0.04536075,,1.4505903,5.4986254091,3.84,2.4449768368,2.964977048,1.42506e-05,0.932322942,,2.2932684,1.953,,,,,0.0,0.432565,0.0018379641,0.06,,0.0001184924,,,,,,,,,2.00272e-05,2.3569e-06,1.3755e-06,,,,,,,,,9745.6242985265
120,2023-07-29,,352.656,1561.0127354002,1735.0674362072,755.3705821084,1019.3074148254,,521.8444042678,376.0802343536,,432.1388352267,396.8387858472,267.8775479602,281.4668399118,183.6887579158,231.4162709079,94.6693312885,141.2141846025,171.5803224348,50.1240854951,47.91131871,,12.6610099699,74.2066361226,,65.02645392,,58.8765731802,52.0205990586,55.6774927509,0.0,35.6497433533,58.98,18.3167658375,6.33144,76.5861169237,28.5614625,16.9845116171,21.14,24,0.22732269,19.92,6.1384594792,0.2066000698,14.043871722,8.1196597416,,14.7846822964,4.6294108509,1.8938427,4.6771016364,6.0670972489,0.15923925,,1.4540613,5.4533576548,3.84,2.5411177508,2.5281998729,2.35255e-05,0.934571124,,0.27076485,,,,,,0.0,0.432565,0.0123008836,0.06,,6.75618e-05,,,,,,,,,1.77011e-05,,1.3755e-06,,,,,,,,,9323.6782289821
121,2023-07-30,,352.656,1565.6527581997,1757.0766894568,711.4699392793,991.5777934642,,484.0386717335,483.7871303978,,414.9252424033,396.8387265844,251.153020063,289.0230927518,183.4799916918,232.3151328436,98.3353053488,140.616,172.304633209,48.1290675137,44.900016375,,12.9734013785,74.1322646251,,65.02645392,,58.8765747176,52.017491352,55.6748039014,0.0,34.1606318081,58.86,18.3280850067,6.82341,56.9053785706,26.1237,16.984512051,21.46,24,0.234837462,19.92,6.134847496,0.2106267075,14.4527935706,8.0836742616,,11.0281278108,4.3932310427,2.1069429,4.6998005364,5.4649271694,0.2004801,,1.4315607,5.5237030374,3.82,2.4091549993,2.4487278462,2.63689e-05,0.930657312,,0.27765615,,,,,,0.0,0.465766,0.0162795166,0.06,,6.70248e-05,,,,,,,,,2.08452e-05,,1.4552e-06,,,,,,,,,9294.9398289593
122,2023-07-31,,356.5527,1578.7301284343,1777.4284390233,779.2111731488,991.6584611406,,554.9424695226,490.0707567733,,637.4089211306,396.838763617,277.329110147,287.5118452829,186.1254862208,242.0998983249,101.7786535964,141.4429608044,172.2831931909,50.262761442,45.744753975,,13.2845927769,74.2143456834,2.7246239059,66.14245392,,59.566634689,52.217151936,55.6853686409,0.0,39.7494858575,59.38,18.4140067679,15.96345,43.619033912,30.37845,16.9845118521,25.78,24,1.117607412,19.92,6.1375491353,5.8673067018,14.7949646997,8.5159920716,,8.8283610331,5.003544389,4.6409325,4.7847409864,5.9096383626,0.0617427,,1.4720796,5.5569372855,3.84,2.4427450646,3.0953875174,1.27699e-05,0.931943502,,2.2031328,1.8135,,,,,0.0,0.466242,0.0032413871,0.06,,8.17648e-05,,,,,,,,,1.51511e-05,1.18746e-05,1.1798e-06,,,,,,,,,9772.9922976047
123,2023-08-01,69649.47,2595.816,1538.3472670994,1729.9668484967,788.8121175403,1024.5501209532,17363.8060342216,579.1876806623,292.0660948732,,545.4563112852,393.088975784,290.5176073878,282.373597197,4971.5811818973,235.6959320663,105.7790835772,139.8998557729,172.7082912028,51.8201172226,45.796258305,2976.0,1.5682840324,74.2054430669,0.0382437485,77.348803992,,53.0603584835,67.88189226,55.6922292522,0.0,0.3118914339,59.52,18.4741105602,20.23866,50.4217667587,31.77345,16.9845116452,24.78,24,8.575788354,19.92,6.1373630413,6.0309507202,15.0619401137,8.59113606,,9.5210751585,5.3146124249,5.97339,4.60086905,5.3901767421,0.0,,1.4789784,5.450190364,3.84,2.5061774551,2.8030663796,5.7888e-06,0.930815226,,0.42444735,,,,,17.67,0.0,0.0,0.0027088494,0.06,,0.0018440913,,,,,,,,,1.17054e-05,1.26296e-05,1.021e-06,,,,,,,,-1215.45,105263.8745817032
124,2023-08-02,,2595.816,1543.9081638463,1807.0139241065,840.8755117541,1051.4846074209,,739.4339104592,267.0535678118,,644.2486015947,391.2141108558,399.8202713132,282.9781003759,186.934864735,243.9958797873,108.7977517531,140.1866226168,172.1378790506,51.7186973553,50.28733851,,5.4822464647,74.2212815317,0.03826264,72.326803992,,48.8214169663,52.554741936,55.6943152412,0.0,0.3192499214,58.24,18.5480254384,22.3479,68.0869605581,31.6699875,16.984511253,22.26,24,1.809062226,19.92,6.1350651481,7.169506998,15.4061912987,8.5275424,,10.3526490357,5.7594619864,6.37608,4.69046745,5.6663871584,0.0,,1.4753187,5.3852929638,3.84,2.4471792693,3.4578059947,4.6527e-06,0.931814046,,1.03995855,,,,,,0.0,0.0,0.0016002402,0.06,,5.21243e-05,,,,,,,,,1.50243e-05,1.8543e-05,8.253e-07,,,,,,,,,12199.9529814242
125,2023-08-03,,2595.816,1524.2222288687,1743.6599536094,834.196468684,1005.905457651,,599.3320525365,275.8723778394,,781.9058966931,417.0201329773,298.9471925025,282.6758536178,186.3599907551,244.4714797659,113.0040713596,140.616,177.189996203,51.2015532563,47.03699316,,10.9296229513,74.2145901363,0.038262161,72.977803992,,47.0469738862,52.571246088,55.7083069273,0.0,13.2495716982,58.54,18.5977128617,16.79394,49.8623095626,33.8055,16.9845144319,23.42,24,2.095669998,19.92,6.134203795,5.4247506122,15.8165751643,9.00455739,,7.9955910914,5.4330537191,4.7715231,4.6949192,5.490309967,0.0,,1.431558,5.7346491685,3.86,2.4417138329,3.3545540669,4.3257e-06,0.930969234,,2.4222594,1.8135,,,,,0.0,0.0,0.0019223597,0.06,,5.82197e-05,,,,,,,,,1.08729e-05,4.2334e-06,1.1798e-06,,,,,,,,,11997.0064131066
126,2023-08-04,,2595.816,1532.5905920885,1724.1838605602,833.5243348396,1028.8778121042,,577.1299184891,232.4658447218,,687.5309195745,391.2146287652,299.6608993286,279.9556090564,184.4240851527,239.3921166854,117.9591316241,140.616,184.817440833,51.1274418648,50.844577305,,11.5855660543,74.2233576785,0.0382622845,69.350803992,,47.04697321,52.438452132,55.7032401721,0.0,46.558289757,59.1,18.6603557885,17.14083,97.6385475008,31.8769125,16.9845039992,23.16,24,1.869545706,19.92,6.136324249,5.930411165,16.2921481147,8.43978551,,15.0341080631,5.2940587837,4.8595662,4.60978065,6.4560135235,0.0,,1.4144643,5.3175470598,3.84,2.4875988939,3.2445195974,1.24198e-05,0.936414756,,0.993705,,,,,,0.0,0.0,0.0019123707,0.06,,0.0001888719,,,,,,,,,1.49683e-05,4.5992e-06,5.506e-07,,,,,,,,,11910.7754334146
127,2023-08-05,,2595.816,1513.6051220948,1728.2952263498,794.1891086368,992.3864854288,,559.6067629662,185.1886067457,,564.0926016336,391.2149661381,293.0048025415,277.8398641554,184.1738578046,240.8946346955,117.2332746024,140.616,188.5255611262,51.5786199178,48.03190344,,12.9068172856,74.2230339785,,67.118803992,,45.9183738642,52.458486936,55.6822210605,0.0,44.5938984161,58.16,18.6779517068,6.42723,79.1318150416,33.087075,16.9844884215,19.74,24,0.881829348,19.92,6.1345388043,0.0158993565,16.5257219529,8.0376951,,12.067775933,5.2507039279,2.0943507,4.69548945,5.0233246319,0.0,,1.4323032,5.5604369887,3.84,2.4490239249,2.920983937,1.91701e-05,0.930816342,,0.40619145,,,,,,0.0,0.0,0.0128752578,0.06,,6.70991e-05,,,,,,,,,1.78291e-05,,1.1004e-06,,,,,,,,,11573.6636594836
128,2023-08-06,,2595.816,1515.4666030917,1725.4840881525,781.7521865116,973.6067182073,,503.1937762024,181.7729902966,,510.1170618045,391.2148872382,271.9544427817,277.8398698021,184.3358875046,237.2769518913,118.6885537415,140.616,188.8807103409,50.9944036326,43.55654163,,12.8413776984,74.1621468571,,65.630803992,,44.0373766135,52.446867888,55.6796937942,0.0,39.0896218532,58.68,18.678607689,10.47924,51.2404232533,23.2221,16.9844883405,19.72,24,0.162918516,19.92,6.1343367543,0.0168372475,16.6958853119,7.96828269,,7.5714864768,4.9907612016,4.0828581,4.70596125,1.2739316337,0.1153014,,1.4137905,5.5566366489,3.84,2.4322712085,2.439829691,1.41074e-05,0.933339618,,0.3902745,1.8135,,,,,0.0,0.0,0.0170293928,0.06,,7.88144e-05,,,,,,,,,1.5257e-05,,1.021e-06,,,,,,,,,11351.9957621495
129,2023-08-07,,2595.816,1547.874302517,1771.1999081859,820.3454586069,967.706456251,,650.158947276,192.6091276879,,554.5259650908,390.8791164341,320.5736372804,277.8398753472,187.7574012586,237.6427879846,119.5992856973,140.616,188.8577033526,51.2942578697,41.61885594,,12.6009284329,74.2469738245,0.038207544,66.374803992,,44.0373725849,52.576023684,55.6867416374,0.0,49.7387241783,59.84,18.7117636257,28.8486,9.4631151283,30.9283125,16.9844890986,24.42,24,1.354524354,19.92,6.13745042,0.8500395512,16.9455031117,8.7230586,,2.3327796568,5.2566138458,8.8955988,4.75978965,3.798823993,0.08573205,,1.4058648,5.6195894349,3.84,2.5239387037,2.9253715055,8.7371e-06,0.93080574,,2.35145385,,,,,,0.0,0.0,0.0046193541,0.06,,5.7044e-05,,,,,,,,,7.6914e-06,8.0578e-06,2.752e-07,,0.0,,,,,,,11724.1327822368
130,2023-08-08,,2595.816,1527.0858920746,1798.7480808366,831.6081114811,969.3677528864,,574.7917627879,182.9718251062,,667.7086897479,390.0097035254,314.7873861278,277.8398812687,184.738689391,241.2411803749,121.0168165229,140.6951512668,184.9184875723,50.7367943528,42.704484465,,12.8322946124,74.265839048,0.0382621956,67.583803992,,44.0373717186,52.4994878414,55.6870634293,0.0,49.5092933455,58.5,19.1214127953,33.18426,10.1993370488,30.0913125,16.9844889921,22.4,24,1.881502902,19.92,6.1385336509,0.0129284651,17.2888157949,8.99636055,,2.9394886105,5.1692105112,8.7542574,4.760729,16.3772135987,0.05483745,,1.3936212,5.4531562557,3.84,2.5905731013,3.3318653402,9.5148e-06,0.930844242,,2.3679381,,,,,,0.0,0.0,0.0018818007,0.06,,6.16563e-05,,,,,,,,,1.11661e-05,,1.0217e-06,,,,,,,,,11779.9847586394
131,2023-08-09,,2595.816,1551.0418391354,1807.8248217659,812.7944787476,962.6776867395,,635.1940009695,199.4604773309,,526.4047713798,390.009039007,338.9212255131,279.6533862697,186.0144166026,233.8334077381,121.9083590665,140.616,191.8148859661,51.2792107167,42.32583822,,19.2362941581,74.2857493781,0.0382625795,66.641803986,,44.0373703372,52.673948592,55.6861000758,0.0,50.3754820452,58.52,19.2551819641,20.3298,8.8171932518,31.96875,16.9844862055,21.3,24,3.646101828,19.92,6.1414715132,0.0140585291,17.54731037,8.78238127,,2.6773902598,5.1302116302,4.9758348,4.55079045,2.5603872359,0.0517917,,1.3866258,5.5147967621,3.84,2.6697182455,3.4336316073,2.23084e-05,0.931344768,,5.37962685,1.8135,,,,,0.0,0.0,0.0018415105,0.06,,9.13029e-05,,,,,,,,,1.9116e-05,2.508e-06,1.1004e-06,,,,,,,,,11732.769219207
132,2023-08-10,,2595.816,1583.6820213198,1781.8205284691,879.6961521664,998.036075813,,545.5122996501,250.9911273333,,535.8829365297,390.0088005767,295.3473018247,282.9781414761,186.4531213954,248.4733759888,124.6164270497,140.616,182.4702698443,51.3086083682,42.443388825,0.6975,22.7889533988,74.2542719593,0.038262719,67.00180398,,44.0373711139,52.738207128,55.7308497928,0.0,53.8960174787,58.66,19.6620950446,12.92328,16.2721719463,31.2073125,16.9844858733,21.88,24,2.755392468,19.92,6.1384161905,0.0134180876,17.8089036759,8.80938967,,4.2792634362,5.0884210172,4.6512183,4.5787646,2.4255783083,0.05603715,,1.3827744,5.590731734,3.84,2.554740503,3.1638088089,1.98783e-05,0.930827502,,0.4775085,,,,,,0.0,0.0,0.0018973408,0.06,,0.0012219379,,,,,,,,,1.6062e-05,4.7756e-06,1.1004e-06,,,,,,,,,11783.4535150116
